forecast_id,item_id,warehouse_id,forecast_start_date,forecast_end_date,forecasted_quantity,confidence_level
FCAST-005037,PROD-00318,WH-IN-0156,2025-09-03,2025-09-10,168,0.93
FCAST-005038,PROD-00538,WH-IN-0850,2025-08-31,2025-09-07,1648,0.67
FCAST-005039,PROD-00488,WH-IN-0904,2025-08-31,2025-09-30,508,0.92
FCAST-005040,PROD-00792,WH-IN-0677,2025-09-01,2025-09-08,690,0.93
FCAST-005041,PROD-00228,WH-IN-0611,2025-08-29,2025-09-05,1445,0.79
FCAST-005042,PROD-00052,WH-IN-0222,2025-08-29,2025-09-05,205,0.79
FCAST-005043,PROD-00662,WH-IN-0466,2025-08-30,2025-09-06,1329,0.68
FCAST-005044,PROD-00324,WH-IN-0847,2025-09-04,2025-09-11,798,0.86
FCAST-005045,PROD-00996,WH-IN-0697,2025-08-30,2025-09-29,160,0.64
FCAST-005046,PROD-00383,WH-IN-0334,2025-08-30,2025-09-14,1340,0.96
FCAST-005047,PROD-00763,WH-IN-0812,2025-09-02,2025-09-09,1866,0.87
FCAST-005048,PROD-00812,WH-IN-0530,2025-09-05,2025-09-12,1129,0.8
FCAST-005049,PROD-00604,WH-IN-0561,2025-09-05,2025-11-04,1332,0.75
FCAST-005050,PROD-00653,WH-IN-0952,2025-09-04,2025-09-11,526,0.84
FCAST-005051,PROD-00238,WH-IN-0103,2025-08-30,2025-10-29,1108,0.61
FCAST-005052,PROD-00953,WH-IN-0390,2025-09-05,2025-11-04,1372,0.69
FCAST-005053,PROD-00716,WH-IN-0643,2025-09-04,2025-09-19,632,0.67
FCAST-005054,PROD-00519,WH-IN-0001,2025-09-03,2025-10-03,1130,0.93
FCAST-005055,PROD-00228,WH-IN-0456,2025-09-02,2025-11-01,1144,0.78
FCAST-005056,PROD-00308,WH-IN-0308,2025-09-01,2025-09-08,1141,0.93
FCAST-005057,PROD-00219,WH-IN-0231,2025-09-03,2025-09-18,317,0.73
FCAST-005058,PROD-00119,WH-IN-0624,2025-08-29,2025-09-13,799,0.98
FCAST-005059,PROD-00006,WH-IN-0949,2025-09-02,2025-09-09,383,0.84
FCAST-005060,PROD-00328,WH-IN-0258,2025-08-30,2025-11-28,1860,0.68
FCAST-005061,PROD-00981,WH-IN-0810,2025-09-02,2025-11-01,1588,0.74
FCAST-005062,PROD-00768,WH-IN-0682,2025-08-30,2025-10-29,1193,0.93
FCAST-005063,PROD-00964,WH-IN-0625,2025-09-04,2025-10-04,165,0.87
FCAST-005064,PROD-00625,WH-IN-0582,2025-09-01,2025-11-30,1611,0.63
FCAST-005065,PROD-00760,WH-IN-0459,2025-08-31,2025-09-07,796,0.93
FCAST-005066,PROD-00576,WH-IN-0837,2025-08-29,2025-09-05,612,0.8
FCAST-005067,PROD-00515,WH-IN-0026,2025-08-30,2025-10-29,1290,0.91
FCAST-005068,PROD-00895,WH-IN-0066,2025-09-02,2025-11-01,776,0.98
FCAST-005069,PROD-00344,WH-IN-0186,2025-08-31,2025-10-30,1562,0.92
FCAST-005070,PROD-00886,WH-IN-0176,2025-08-31,2025-11-29,932,0.99
FCAST-005071,PROD-00317,WH-IN-0166,2025-09-03,2025-12-02,1845,0.62
FCAST-005072,PROD-00200,WH-IN-0298,2025-08-30,2025-10-29,480,0.93
FCAST-005073,PROD-00020,WH-IN-0119,2025-08-29,2025-11-27,1551,0.64
FCAST-005074,PROD-00863,WH-IN-0803,2025-08-29,2025-10-28,542,0.96
FCAST-005075,PROD-00708,WH-IN-0077,2025-08-31,2025-09-30,976,0.83
FCAST-005076,PROD-00824,WH-IN-0568,2025-08-30,2025-11-28,387,0.8
FCAST-005077,PROD-00234,WH-IN-0641,2025-08-29,2025-09-28,1867,0.63
FCAST-005078,PROD-00902,WH-IN-0733,2025-08-31,2025-09-15,1288,0.84
FCAST-005079,PROD-00797,WH-IN-0084,2025-09-02,2025-09-17,664,0.95
FCAST-005080,PROD-00741,WH-IN-0544,2025-08-30,2025-11-28,630,0.68
FCAST-005081,PROD-00985,WH-IN-0924,2025-08-31,2025-09-30,1613,0.61
FCAST-005082,PROD-00619,WH-IN-0713,2025-09-02,2025-10-02,749,0.74
FCAST-005083,PROD-00851,WH-IN-0301,2025-09-02,2025-09-17,1125,0.98
FCAST-005084,PROD-00912,WH-IN-0758,2025-08-31,2025-09-15,520,0.67
FCAST-005085,PROD-00447,WH-IN-0436,2025-09-05,2025-09-20,1926,0.62
FCAST-005086,PROD-00440,WH-IN-0935,2025-09-01,2025-10-01,1851,0.69
FCAST-005087,PROD-00807,WH-IN-0416,2025-09-01,2025-10-31,1247,0.72
FCAST-005088,PROD-00371,WH-IN-0025,2025-09-02,2025-09-09,849,0.8
FCAST-005089,PROD-00253,WH-IN-0898,2025-08-31,2025-09-07,1836,0.96
FCAST-005090,PROD-00117,WH-IN-0163,2025-09-04,2025-09-19,145,0.87
FCAST-005091,PROD-00854,WH-IN-0030,2025-09-01,2025-10-01,1512,0.81
FCAST-005092,PROD-00402,WH-IN-0056,2025-09-04,2025-09-11,43,0.97
FCAST-005093,PROD-00318,WH-IN-0864,2025-08-30,2025-09-29,416,0.62
FCAST-005094,PROD-00473,WH-IN-0733,2025-08-31,2025-09-30,883,0.94
FCAST-005095,PROD-00264,WH-IN-0460,2025-08-30,2025-10-29,962,0.77
FCAST-005096,PROD-00400,WH-IN-0379,2025-08-30,2025-09-14,43,0.9
FCAST-005097,PROD-00186,WH-IN-0668,2025-08-30,2025-11-28,908,0.87
FCAST-005098,PROD-00002,WH-IN-0310,2025-08-30,2025-09-06,835,0.81
FCAST-005099,PROD-00745,WH-IN-0264,2025-08-30,2025-09-14,214,0.72
FCAST-005100,PROD-00456,WH-IN-0092,2025-08-29,2025-11-27,335,0.6
FCAST-005101,PROD-00804,WH-IN-0260,2025-08-30,2025-11-28,1059,0.9
FCAST-005102,PROD-00057,WH-IN-0296,2025-08-29,2025-10-28,1606,0.79
FCAST-005103,PROD-00573,WH-IN-0466,2025-08-31,2025-09-15,476,0.98
FCAST-005104,PROD-00434,WH-IN-0230,2025-08-31,2025-10-30,1934,0.85
FCAST-005105,PROD-00520,WH-IN-0424,2025-09-02,2025-11-01,1399,0.69
FCAST-005106,PROD-00706,WH-IN-0366,2025-09-05,2025-11-04,1062,0.97
FCAST-005107,PROD-00076,WH-IN-0374,2025-09-04,2025-09-19,277,0.78
FCAST-005108,PROD-00887,WH-IN-0409,2025-08-31,2025-10-30,1721,0.73
FCAST-005109,PROD-00339,WH-IN-0781,2025-09-03,2025-09-18,707,0.67
FCAST-005110,PROD-00285,WH-IN-0479,2025-08-30,2025-09-06,50,0.62
FCAST-005111,PROD-00521,WH-IN-0256,2025-09-05,2025-09-12,1510,0.84
FCAST-005112,PROD-00588,WH-IN-0200,2025-08-30,2025-11-28,326,0.66
FCAST-005113,PROD-00909,WH-IN-0891,2025-08-31,2025-09-07,1252,0.97
FCAST-005114,PROD-00816,WH-IN-0825,2025-09-03,2025-09-18,164,0.68
FCAST-005115,PROD-00820,WH-IN-0703,2025-09-05,2025-12-04,1872,0.99
FCAST-005116,PROD-00183,WH-IN-0983,2025-09-04,2025-12-03,1772,0.93
FCAST-005117,PROD-00995,WH-IN-0399,2025-09-02,2025-11-01,272,0.9
FCAST-005118,PROD-00704,WH-IN-0802,2025-09-03,2025-09-10,1461,0.93
FCAST-005119,PROD-00018,WH-IN-0234,2025-09-05,2025-11-04,989,0.7
FCAST-005120,PROD-00993,WH-IN-0998,2025-09-05,2025-12-04,74,0.61
FCAST-005121,PROD-00589,WH-IN-0567,2025-09-05,2025-12-04,24,0.77
FCAST-005122,PROD-00528,WH-IN-0002,2025-08-31,2025-11-29,1794,0.63
FCAST-005123,PROD-00351,WH-IN-0356,2025-09-05,2025-09-20,1385,0.66
FCAST-005124,PROD-00909,WH-IN-0251,2025-09-01,2025-10-01,1904,0.72
FCAST-005125,PROD-00072,WH-IN-0218,2025-09-03,2025-09-10,167,0.7
FCAST-005126,PROD-00690,WH-IN-0011,2025-08-31,2025-09-07,1490,0.76
FCAST-005127,PROD-00580,WH-IN-0345,2025-09-05,2025-11-04,905,0.66
FCAST-005128,PROD-00502,WH-IN-0239,2025-09-04,2025-11-03,1711,0.66
FCAST-005129,PROD-00163,WH-IN-0840,2025-09-03,2025-12-02,825,0.88
FCAST-005130,PROD-00931,WH-IN-0249,2025-09-05,2025-09-12,1540,0.85
FCAST-005131,PROD-00323,WH-IN-0125,2025-08-29,2025-09-05,565,0.81
FCAST-005132,PROD-00165,WH-IN-0227,2025-08-31,2025-09-07,284,0.86
FCAST-005133,PROD-00029,WH-IN-0332,2025-08-30,2025-10-29,1450,0.77
FCAST-005134,PROD-00496,WH-IN-0061,2025-09-02,2025-09-09,1541,0.96
FCAST-005135,PROD-00911,WH-IN-0096,2025-09-03,2025-09-10,550,0.87
FCAST-005136,PROD-00011,WH-IN-0618,2025-08-30,2025-11-28,1769,0.96
FCAST-005137,PROD-00666,WH-IN-0043,2025-08-31,2025-11-29,1432,0.86
FCAST-005138,PROD-00420,WH-IN-0673,2025-08-29,2025-09-13,1739,0.69
FCAST-005139,PROD-00644,WH-IN-0911,2025-08-29,2025-09-13,1405,0.91
FCAST-005140,PROD-00445,WH-IN-0572,2025-09-04,2025-11-03,1855,0.97
FCAST-005141,PROD-00230,WH-IN-0558,2025-09-02,2025-09-17,865,0.69
FCAST-005142,PROD-00079,WH-IN-0843,2025-09-05,2025-11-04,639,0.7
FCAST-005143,PROD-00601,WH-IN-0510,2025-08-31,2025-10-30,646,0.82
FCAST-005144,PROD-00028,WH-IN-0828,2025-09-02,2025-11-01,1194,0.85
FCAST-005145,PROD-00313,WH-IN-0422,2025-08-30,2025-11-28,1987,0.75
FCAST-005146,PROD-00599,WH-IN-0734,2025-09-04,2025-10-04,258,0.91
FCAST-005147,PROD-00916,WH-IN-0245,2025-08-31,2025-11-29,871,0.9
FCAST-005148,PROD-00347,WH-IN-0625,2025-08-30,2025-09-14,271,0.79
FCAST-005149,PROD-00580,WH-IN-0118,2025-09-04,2025-09-11,1904,0.76
FCAST-005150,PROD-00458,WH-IN-0276,2025-09-03,2025-10-03,422,0.97
FCAST-005151,PROD-00568,WH-IN-0387,2025-09-03,2025-11-02,1697,0.8
FCAST-005152,PROD-00793,WH-IN-0538,2025-08-31,2025-09-07,862,0.7
FCAST-005153,PROD-00443,WH-IN-0312,2025-09-04,2025-09-19,1998,0.65
FCAST-005154,PROD-00181,WH-IN-0780,2025-08-31,2025-09-15,1878,0.91
FCAST-005155,PROD-00631,WH-IN-0264,2025-08-29,2025-09-13,151,0.84
FCAST-005156,PROD-00186,WH-IN-0454,2025-08-29,2025-09-28,1362,0.68
FCAST-005157,PROD-00082,WH-IN-0848,2025-09-01,2025-10-01,1893,0.88
FCAST-005158,PROD-00846,WH-IN-0051,2025-09-04,2025-12-03,1980,0.99
FCAST-005159,PROD-00032,WH-IN-0118,2025-09-01,2025-10-31,1322,0.89
FCAST-005160,PROD-00481,WH-IN-0078,2025-09-05,2025-12-04,1536,0.66
FCAST-005161,PROD-00338,WH-IN-0537,2025-09-01,2025-11-30,804,0.82
FCAST-005162,PROD-00220,WH-IN-0843,2025-08-31,2025-09-07,1855,0.89
FCAST-005163,PROD-00537,WH-IN-0895,2025-08-31,2025-11-29,1831,0.74
FCAST-005164,PROD-00523,WH-IN-0563,2025-08-30,2025-09-29,172,0.77
FCAST-005165,PROD-00193,WH-IN-0422,2025-08-30,2025-09-06,1800,0.84
FCAST-005166,PROD-00088,WH-IN-0446,2025-09-01,2025-09-08,742,0.67
FCAST-005167,PROD-00016,WH-IN-0921,2025-08-31,2025-10-30,507,0.68
FCAST-005168,PROD-00677,WH-IN-0657,2025-09-02,2025-12-01,1464,0.93
FCAST-005169,PROD-00716,WH-IN-0509,2025-09-03,2025-09-10,1007,0.97
FCAST-005170,PROD-00179,WH-IN-0826,2025-09-01,2025-09-08,1452,0.8
FCAST-005171,PROD-00028,WH-IN-0150,2025-08-29,2025-09-13,746,0.96
FCAST-005172,PROD-00170,WH-IN-0731,2025-09-01,2025-09-16,952,0.62
FCAST-005173,PROD-00092,WH-IN-0493,2025-08-29,2025-11-27,211,0.73
FCAST-005174,PROD-00887,WH-IN-0219,2025-09-04,2025-09-11,424,0.76
FCAST-005175,PROD-00358,WH-IN-0667,2025-09-02,2025-11-01,1921,0.87
FCAST-005176,PROD-00850,WH-IN-0266,2025-08-30,2025-09-29,1777,0.8
FCAST-005177,PROD-00327,WH-IN-0654,2025-08-29,2025-10-28,1225,0.93
FCAST-005178,PROD-00670,WH-IN-0308,2025-08-31,2025-09-15,842,0.67
FCAST-005179,PROD-00995,WH-IN-0777,2025-09-03,2025-09-18,475,0.88
FCAST-005180,PROD-00447,WH-IN-0839,2025-09-02,2025-12-01,1453,0.63
FCAST-005181,PROD-00874,WH-IN-0594,2025-08-31,2025-09-07,235,0.68
FCAST-005182,PROD-00598,WH-IN-0020,2025-09-05,2025-11-04,1737,0.77
FCAST-005183,PROD-00186,WH-IN-0539,2025-08-30,2025-10-29,526,0.78
FCAST-005184,PROD-00096,WH-IN-0450,2025-08-31,2025-09-30,926,0.69
FCAST-005185,PROD-00372,WH-IN-0330,2025-09-02,2025-10-02,1223,0.83
FCAST-005186,PROD-00583,WH-IN-0346,2025-08-29,2025-10-28,71,0.92
FCAST-005187,PROD-00157,WH-IN-0712,2025-09-01,2025-10-01,869,0.97
FCAST-005188,PROD-00907,WH-IN-0972,2025-08-31,2025-09-15,419,0.86
FCAST-005189,PROD-00971,WH-IN-0001,2025-08-30,2025-09-29,200,0.87
FCAST-005190,PROD-00810,WH-IN-0439,2025-09-02,2025-09-17,609,0.64
FCAST-005191,PROD-00108,WH-IN-0962,2025-09-05,2025-11-04,1976,0.69
FCAST-005192,PROD-00877,WH-IN-0845,2025-09-04,2025-09-11,1470,0.66
FCAST-005193,PROD-00637,WH-IN-0267,2025-08-29,2025-09-13,1983,0.68
FCAST-005194,PROD-00120,WH-IN-0192,2025-08-31,2025-09-15,1204,0.96
FCAST-005195,PROD-00005,WH-IN-0772,2025-09-03,2025-11-02,978,0.7
FCAST-005196,PROD-00870,WH-IN-0806,2025-09-04,2025-10-04,1827,0.93
FCAST-005197,PROD-00157,WH-IN-0287,2025-09-01,2025-09-16,1146,0.84
FCAST-005198,PROD-00356,WH-IN-0304,2025-09-01,2025-11-30,77,0.99
FCAST-005199,PROD-00054,WH-IN-0016,2025-08-29,2025-09-13,1453,0.91
FCAST-005200,PROD-00437,WH-IN-0569,2025-09-01,2025-11-30,1714,0.67
FCAST-005201,PROD-00862,WH-IN-0637,2025-08-30,2025-10-29,1375,0.65
FCAST-005202,PROD-00413,WH-IN-0511,2025-08-30,2025-09-14,816,0.79
FCAST-005203,PROD-00730,WH-IN-0052,2025-09-03,2025-11-02,1057,0.68
FCAST-005204,PROD-00227,WH-IN-0171,2025-09-03,2025-10-03,1135,0.88
FCAST-005205,PROD-00095,WH-IN-0203,2025-09-03,2025-12-02,518,0.86
FCAST-005206,PROD-00793,WH-IN-0435,2025-09-05,2025-11-04,799,0.83
FCAST-005207,PROD-00570,WH-IN-0067,2025-08-31,2025-09-30,1821,0.63
FCAST-005208,PROD-00278,WH-IN-0237,2025-09-03,2025-09-18,1232,0.8
FCAST-005209,PROD-00572,WH-IN-0160,2025-09-02,2025-12-01,1710,0.78
FCAST-005210,PROD-00694,WH-IN-0531,2025-08-31,2025-11-29,361,0.75
FCAST-005211,PROD-00131,WH-IN-0322,2025-09-04,2025-12-03,1145,0.65
FCAST-005212,PROD-00834,WH-IN-0789,2025-09-04,2025-11-03,802,0.9
FCAST-005213,PROD-00522,WH-IN-0901,2025-08-30,2025-09-06,346,0.84
FCAST-005214,PROD-00825,WH-IN-0212,2025-09-05,2025-09-20,161,0.7
FCAST-005215,PROD-00668,WH-IN-0828,2025-08-29,2025-09-13,90,0.94
FCAST-005216,PROD-00157,WH-IN-0477,2025-08-30,2025-11-28,1373,0.86
FCAST-005217,PROD-00088,WH-IN-0478,2025-08-31,2025-11-29,664,0.85
FCAST-005218,PROD-00766,WH-IN-0132,2025-09-03,2025-09-18,1439,0.6
FCAST-005219,PROD-00650,WH-IN-0726,2025-09-02,2025-12-01,546,0.96
FCAST-005220,PROD-00545,WH-IN-0908,2025-09-05,2025-10-05,1572,0.6
FCAST-005221,PROD-00390,WH-IN-0802,2025-09-02,2025-11-01,406,0.98
FCAST-005222,PROD-00225,WH-IN-0194,2025-09-05,2025-09-12,1913,0.67
FCAST-005223,PROD-00321,WH-IN-0107,2025-08-29,2025-09-13,1560,0.82
FCAST-005224,PROD-00360,WH-IN-0929,2025-08-30,2025-09-06,325,0.74
FCAST-005225,PROD-00209,WH-IN-0166,2025-09-01,2025-10-31,752,0.69
FCAST-005226,PROD-00238,WH-IN-0730,2025-09-05,2025-10-05,977,0.7
FCAST-005227,PROD-00282,WH-IN-0035,2025-08-31,2025-11-29,1563,0.83
FCAST-005228,PROD-00866,WH-IN-0986,2025-08-30,2025-09-06,1571,0.7
FCAST-005229,PROD-00150,WH-IN-0037,2025-09-02,2025-09-17,1386,0.85
FCAST-005230,PROD-00885,WH-IN-0451,2025-09-03,2025-09-10,1574,0.85
FCAST-005231,PROD-00523,WH-IN-0327,2025-08-30,2025-09-14,626,0.74
FCAST-005232,PROD-00385,WH-IN-0928,2025-08-29,2025-09-05,550,0.62
FCAST-005233,PROD-00486,WH-IN-0935,2025-08-29,2025-09-28,296,0.71
FCAST-005234,PROD-00147,WH-IN-0544,2025-09-02,2025-10-02,249,0.86
FCAST-005235,PROD-00417,WH-IN-0659,2025-09-02,2025-09-09,1796,0.8
FCAST-005236,PROD-00904,WH-IN-0338,2025-08-31,2025-10-30,1130,0.62
FCAST-005237,PROD-00344,WH-IN-0066,2025-09-02,2025-09-09,1771,0.84
FCAST-005238,PROD-00272,WH-IN-0819,2025-09-01,2025-09-08,620,0.64
FCAST-005239,PROD-00750,WH-IN-0996,2025-09-03,2025-12-02,998,0.97
FCAST-005240,PROD-00865,WH-IN-0348,2025-08-31,2025-10-30,845,0.88
FCAST-005241,PROD-00766,WH-IN-0272,2025-09-02,2025-10-02,261,0.9
FCAST-005242,PROD-00590,WH-IN-0395,2025-08-31,2025-09-30,1743,0.92
FCAST-005243,PROD-00699,WH-IN-0987,2025-09-03,2025-11-02,1277,0.6
FCAST-005244,PROD-00555,WH-IN-0814,2025-09-05,2025-09-12,700,0.9
FCAST-005245,PROD-00351,WH-IN-0886,2025-08-31,2025-09-15,644,0.83
FCAST-005246,PROD-00890,WH-IN-0125,2025-09-04,2025-09-11,1565,0.81
FCAST-005247,PROD-00606,WH-IN-0430,2025-09-02,2025-10-02,985,0.83
FCAST-005248,PROD-00268,WH-IN-0779,2025-08-29,2025-11-27,1235,0.66
FCAST-005249,PROD-00907,WH-IN-0816,2025-09-04,2025-09-19,1677,0.61
FCAST-005250,PROD-00378,WH-IN-0320,2025-09-01,2025-10-31,278,0.77
FCAST-005251,PROD-00047,WH-IN-0285,2025-09-04,2025-10-04,186,0.93
FCAST-005252,PROD-00823,WH-IN-0067,2025-09-01,2025-10-31,1123,0.71
FCAST-005253,PROD-00597,WH-IN-0799,2025-09-02,2025-09-09,907,0.98
FCAST-005254,PROD-00276,WH-IN-0135,2025-09-03,2025-10-03,1688,0.72
FCAST-005255,PROD-00602,WH-IN-0778,2025-09-02,2025-11-01,421,0.76
FCAST-005256,PROD-00942,WH-IN-0281,2025-09-02,2025-12-01,888,0.6
FCAST-005257,PROD-00808,WH-IN-0044,2025-08-31,2025-11-29,1808,0.63
FCAST-005258,PROD-00247,WH-IN-0951,2025-08-29,2025-11-27,898,0.77
FCAST-005259,PROD-00335,WH-IN-0099,2025-09-04,2025-09-19,1499,0.83
FCAST-005260,PROD-00015,WH-IN-0205,2025-08-30,2025-11-28,1461,0.84
FCAST-005261,PROD-00984,WH-IN-0669,2025-08-31,2025-09-30,1071,0.83
FCAST-005262,PROD-00941,WH-IN-0400,2025-09-05,2025-10-05,1934,0.61
FCAST-005263,PROD-00760,WH-IN-0755,2025-09-03,2025-09-10,119,0.64
FCAST-005264,PROD-00901,WH-IN-0776,2025-08-30,2025-11-28,1560,0.71
FCAST-005265,PROD-00374,WH-IN-0290,2025-09-04,2025-11-03,554,0.89
FCAST-005266,PROD-00019,WH-IN-0620,2025-09-05,2025-09-12,482,0.91
FCAST-005267,PROD-00422,WH-IN-0303,2025-09-05,2025-09-12,795,0.73
FCAST-005268,PROD-00468,WH-IN-0893,2025-09-05,2025-10-05,1700,0.61
FCAST-005269,PROD-00968,WH-IN-0818,2025-09-03,2025-09-10,753,0.72
FCAST-005270,PROD-00538,WH-IN-0864,2025-09-01,2025-09-08,1651,0.93
FCAST-005271,PROD-00944,WH-IN-0493,2025-08-30,2025-10-29,737,0.93
FCAST-005272,PROD-00072,WH-IN-0320,2025-08-30,2025-11-28,1711,0.67
FCAST-005273,PROD-00364,WH-IN-0740,2025-09-05,2025-12-04,1578,0.94
FCAST-005274,PROD-00696,WH-IN-0464,2025-09-03,2025-10-03,1320,0.61
FCAST-005275,PROD-00624,WH-IN-0381,2025-09-01,2025-10-31,976,0.91
FCAST-005276,PROD-00288,WH-IN-0818,2025-09-01,2025-10-31,768,0.94
FCAST-005277,PROD-00925,WH-IN-0349,2025-09-05,2025-09-20,951,0.72
FCAST-005278,PROD-00093,WH-IN-0656,2025-09-03,2025-11-02,1243,0.65
FCAST-005279,PROD-00194,WH-IN-0340,2025-09-04,2025-11-03,833,0.89
FCAST-005280,PROD-00939,WH-IN-0648,2025-09-03,2025-12-02,663,0.96
FCAST-005281,PROD-00948,WH-IN-0304,2025-09-04,2025-10-04,1324,0.66
FCAST-005282,PROD-00601,WH-IN-0226,2025-09-05,2025-12-04,1707,0.64
FCAST-005283,PROD-00106,WH-IN-0110,2025-09-05,2025-11-04,1369,0.61
FCAST-005284,PROD-00103,WH-IN-0714,2025-09-02,2025-11-01,1946,0.96
FCAST-005285,PROD-00008,WH-IN-0670,2025-08-30,2025-09-14,1265,0.69
FCAST-005286,PROD-00169,WH-IN-0942,2025-09-04,2025-10-04,81,0.7
FCAST-005287,PROD-00538,WH-IN-0371,2025-09-03,2025-12-02,1298,0.71
FCAST-005288,PROD-00677,WH-IN-0475,2025-08-30,2025-09-06,1615,0.98
FCAST-005289,PROD-00878,WH-IN-0184,2025-09-05,2025-11-04,2000,0.63
FCAST-005290,PROD-00543,WH-IN-0340,2025-08-31,2025-10-30,1086,0.75
FCAST-005291,PROD-00727,WH-IN-0097,2025-09-04,2025-09-19,1250,0.7
FCAST-005292,PROD-00409,WH-IN-0437,2025-09-01,2025-10-01,495,0.67
FCAST-005293,PROD-00716,WH-IN-0356,2025-09-02,2025-12-01,936,0.73
FCAST-005294,PROD-00929,WH-IN-0631,2025-08-30,2025-11-28,1146,0.77
FCAST-005295,PROD-00736,WH-IN-0642,2025-08-30,2025-09-29,76,0.82
FCAST-005296,PROD-00152,WH-IN-0619,2025-09-02,2025-09-17,1112,0.83
FCAST-005297,PROD-00452,WH-IN-0917,2025-08-30,2025-09-06,1047,0.71
FCAST-005298,PROD-00753,WH-IN-0611,2025-09-05,2025-12-04,164,0.71
FCAST-005299,PROD-00135,WH-IN-0030,2025-09-04,2025-11-03,890,0.86
FCAST-005300,PROD-00419,WH-IN-0264,2025-09-04,2025-09-11,350,0.79
FCAST-005301,PROD-00275,WH-IN-0749,2025-09-02,2025-12-01,1412,0.67
FCAST-005302,PROD-00032,WH-IN-0271,2025-09-04,2025-12-03,645,0.78
FCAST-005303,PROD-00622,WH-IN-0182,2025-09-03,2025-09-10,644,0.98
FCAST-005304,PROD-00329,WH-IN-0472,2025-09-05,2025-09-20,1134,0.6
FCAST-005305,PROD-00824,WH-IN-0603,2025-09-04,2025-12-03,1661,0.7
FCAST-005306,PROD-00935,WH-IN-0040,2025-08-29,2025-09-28,753,0.97
FCAST-005307,PROD-00726,WH-IN-0735,2025-09-01,2025-09-08,941,0.85
FCAST-005308,PROD-00408,WH-IN-0709,2025-09-04,2025-09-11,112,0.86
FCAST-005309,PROD-00977,WH-IN-0163,2025-08-30,2025-10-29,1473,0.96
FCAST-005310,PROD-00534,WH-IN-0930,2025-08-31,2025-09-07,748,0.72
FCAST-005311,PROD-00346,WH-IN-0301,2025-09-02,2025-09-09,315,0.69
FCAST-005312,PROD-00768,WH-IN-0676,2025-09-04,2025-10-04,1598,0.76
FCAST-005313,PROD-00601,WH-IN-0024,2025-09-04,2025-11-03,53,0.76
FCAST-005314,PROD-00883,WH-IN-0327,2025-09-02,2025-10-02,1882,0.69
FCAST-005315,PROD-00366,WH-IN-0571,2025-08-29,2025-09-05,421,0.81
FCAST-005316,PROD-00776,WH-IN-0456,2025-09-05,2025-09-12,1613,0.81
FCAST-005317,PROD-00133,WH-IN-0022,2025-08-31,2025-09-30,640,0.87
FCAST-005318,PROD-00296,WH-IN-0780,2025-08-31,2025-09-30,1745,0.96
FCAST-005319,PROD-00745,WH-IN-0122,2025-08-31,2025-10-30,1990,0.96
FCAST-005320,PROD-00047,WH-IN-0759,2025-09-03,2025-09-18,878,0.74
FCAST-005321,PROD-00913,WH-IN-0376,2025-08-31,2025-09-07,1683,0.66
FCAST-005322,PROD-00386,WH-IN-0422,2025-08-31,2025-09-30,1161,0.69
FCAST-005323,PROD-00094,WH-IN-0055,2025-09-04,2025-12-03,1242,0.71
FCAST-005324,PROD-00164,WH-IN-0437,2025-09-03,2025-09-18,403,0.64
FCAST-005325,PROD-00332,WH-IN-0685,2025-09-03,2025-09-18,1893,0.94
FCAST-005326,PROD-00644,WH-IN-0424,2025-09-04,2025-11-03,1268,0.94
FCAST-005327,PROD-00898,WH-IN-0453,2025-09-02,2025-09-09,260,0.64
FCAST-005328,PROD-00731,WH-IN-0110,2025-09-01,2025-09-16,1756,0.86
FCAST-005329,PROD-00889,WH-IN-0466,2025-08-30,2025-09-29,554,0.67
FCAST-005330,PROD-00793,WH-IN-0973,2025-09-01,2025-09-08,964,0.77
FCAST-005331,PROD-00176,WH-IN-0555,2025-09-04,2025-11-03,392,0.63
FCAST-005332,PROD-00755,WH-IN-0326,2025-08-30,2025-10-29,951,0.65
FCAST-005333,PROD-00432,WH-IN-0507,2025-09-03,2025-12-02,1210,0.85
FCAST-005334,PROD-00393,WH-IN-0613,2025-08-30,2025-11-28,1869,0.98
FCAST-005335,PROD-00910,WH-IN-0327,2025-09-02,2025-09-17,899,0.73
FCAST-005336,PROD-00231,WH-IN-0628,2025-09-02,2025-10-02,1155,0.8
FCAST-005337,PROD-00778,WH-IN-0795,2025-08-29,2025-11-27,1383,0.96
FCAST-005338,PROD-00285,WH-IN-0257,2025-08-30,2025-11-28,732,0.9
FCAST-005339,PROD-00837,WH-IN-0945,2025-09-03,2025-11-02,343,0.65
FCAST-005340,PROD-00694,WH-IN-0550,2025-09-04,2025-10-04,1682,0.75
FCAST-005341,PROD-00199,WH-IN-0788,2025-08-30,2025-09-06,165,0.87
FCAST-005342,PROD-00265,WH-IN-0086,2025-09-01,2025-09-16,1985,0.82
FCAST-005343,PROD-00724,WH-IN-0697,2025-09-05,2025-10-05,679,0.63
FCAST-005344,PROD-00166,WH-IN-0350,2025-09-02,2025-09-17,1495,0.65
FCAST-005345,PROD-00195,WH-IN-0459,2025-09-01,2025-10-31,1061,0.66
FCAST-005346,PROD-00620,WH-IN-0553,2025-09-02,2025-09-09,15,0.74
FCAST-005347,PROD-00465,WH-IN-0797,2025-08-30,2025-09-29,656,0.67
FCAST-005348,PROD-00865,WH-IN-0726,2025-09-02,2025-10-02,653,0.81
FCAST-005349,PROD-00122,WH-IN-0665,2025-09-05,2025-11-04,113,0.92
