sale_id,item_id,warehouse_id,sale_date,quantity_sold,unit_price
SALE-0020284,PROD-00803,WH-IN-0524,2025-08-08,9,448.55
SALE-0020285,PROD-00338,WH-IN-0927,2024-11-23,42,3955.51
SALE-0020286,PROD-00181,WH-IN-0432,2025-03-05,48,5914.87
SALE-0020287,PROD-00242,WH-IN-0389,2025-08-04,51,2645.3
SALE-0020288,PROD-00073,WH-IN-0844,2024-09-10,98,6194.4
SALE-0020289,PROD-00317,WH-IN-0721,2024-12-06,80,4914.92
SALE-0020290,PROD-00103,WH-IN-0497,2025-04-21,56,4821.27
SALE-0020291,PROD-01000,WH-IN-0372,2025-06-08,21,2204.03
SALE-0020292,PROD-00172,WH-IN-0009,2025-03-28,100,390.57
SALE-0020293,PROD-00842,WH-IN-0818,2025-05-27,86,2331.59
SALE-0020294,PROD-00592,WH-IN-0758,2025-06-19,44,4954.37
SALE-0020295,PROD-00723,WH-IN-0966,2024-11-04,89,1924.07
SALE-0020296,PROD-00359,WH-IN-0852,2025-01-07,64,6802.95
SALE-0020297,PROD-00044,WH-IN-0739,2025-02-28,34,502.37
SALE-0020298,PROD-00190,WH-IN-0327,2025-03-31,65,10183.59
SALE-0020299,PROD-00088,WH-IN-0368,2025-02-19,32,1593.12
SALE-0020300,PROD-00947,WH-IN-0367,2025-06-06,28,8098.24
SALE-0020301,PROD-00371,WH-IN-0921,2024-11-13,97,1433.46
SALE-0020302,PROD-00300,WH-IN-0081,2024-11-09,27,6175.86
SALE-0020303,PROD-00450,WH-IN-0251,2025-07-11,70,13341.32
SALE-0020304,PROD-00267,WH-IN-0457,2025-03-11,94,8744.79
SALE-0020305,PROD-00339,WH-IN-0843,2025-04-21,98,9099.82
SALE-0020306,PROD-00803,WH-IN-0698,2025-04-12,68,381.98
SALE-0020307,PROD-00053,WH-IN-0187,2025-01-11,39,3008.0
SALE-0020308,PROD-00019,WH-IN-0802,2025-07-07,75,3288.85
SALE-0020309,PROD-00050,WH-IN-0348,2025-04-11,85,3819.13
SALE-0020310,PROD-00035,WH-IN-0509,2025-05-06,7,6721.68
SALE-0020311,PROD-00224,WH-IN-0335,2024-12-19,90,5419.32
SALE-0020312,PROD-00225,WH-IN-0797,2025-07-01,13,6556.46
SALE-0020313,PROD-00441,WH-IN-0688,2025-01-27,95,3187.38
SALE-0020314,PROD-00925,WH-IN-0864,2025-04-11,76,112.37
SALE-0020315,PROD-00582,WH-IN-0428,2024-12-12,69,11125.15
SALE-0020316,PROD-00555,WH-IN-0851,2025-04-25,52,7324.73
SALE-0020317,PROD-00830,WH-IN-0106,2025-06-16,42,9024.7
SALE-0020318,PROD-00461,WH-IN-0890,2025-04-01,14,1448.35
SALE-0020319,PROD-00354,WH-IN-0768,2024-10-25,89,2353.28
SALE-0020320,PROD-00477,WH-IN-0774,2025-07-14,28,3489.83
SALE-0020321,PROD-00764,WH-IN-0176,2024-08-29,41,1301.05
SALE-0020322,PROD-00189,WH-IN-0519,2024-10-25,97,1304.41
SALE-0020323,PROD-00446,WH-IN-0524,2025-01-21,40,9943.29
SALE-0020324,PROD-00892,WH-IN-0638,2024-12-20,31,10084.09
SALE-0020325,PROD-00437,WH-IN-0222,2025-05-26,60,7662.94
SALE-0020326,PROD-00784,WH-IN-0633,2025-07-14,86,14044.22
SALE-0020327,PROD-00434,WH-IN-0408,2024-09-22,9,12409.6
SALE-0020328,PROD-00850,WH-IN-0583,2024-11-20,53,5684.76
SALE-0020329,PROD-00819,WH-IN-0942,2024-11-27,62,6100.81
SALE-0020330,PROD-00019,WH-IN-0224,2025-05-10,47,4682.23
SALE-0020331,PROD-00018,WH-IN-0908,2024-10-19,77,3268.14
SALE-0020332,PROD-00137,WH-IN-0074,2025-01-29,94,3274.88
SALE-0020333,PROD-00365,WH-IN-0159,2025-01-01,4,11410.07
SALE-0020334,PROD-00095,WH-IN-0769,2024-12-24,37,9546.44
SALE-0020335,PROD-00504,WH-IN-0468,2025-02-10,56,2777.18
SALE-0020336,PROD-00798,WH-IN-0137,2024-09-24,49,9886.91
SALE-0020337,PROD-00259,WH-IN-0789,2025-04-07,54,2578.44
SALE-0020338,PROD-00004,WH-IN-0844,2024-11-07,99,2226.33
SALE-0020339,PROD-00177,WH-IN-0542,2024-11-13,69,3570.02
SALE-0020340,PROD-00649,WH-IN-0667,2025-02-12,47,2300.16
SALE-0020341,PROD-00197,WH-IN-0098,2025-04-03,70,10984.45
SALE-0020342,PROD-00578,WH-IN-0312,2025-02-20,36,6682.14
SALE-0020343,PROD-00178,WH-IN-0514,2025-03-21,33,1174.87
SALE-0020344,PROD-00291,WH-IN-0400,2024-12-03,74,10969.31
SALE-0020345,PROD-00764,WH-IN-0581,2025-05-27,62,681.97
SALE-0020346,PROD-00602,WH-IN-0158,2025-07-12,71,3923.15
SALE-0020347,PROD-00917,WH-IN-0646,2025-03-01,13,5239.86
SALE-0020348,PROD-00904,WH-IN-0193,2025-05-30,26,5618.41
SALE-0020349,PROD-00191,WH-IN-0347,2025-02-13,2,9453.03
SALE-0020350,PROD-00496,WH-IN-0151,2024-10-24,75,1784.06
SALE-0020351,PROD-00856,WH-IN-0466,2025-04-04,33,5246.46
SALE-0020352,PROD-00028,WH-IN-0895,2025-04-05,11,10672.51
SALE-0020353,PROD-00475,WH-IN-0510,2024-09-07,66,1257.87
SALE-0020354,PROD-00294,WH-IN-0296,2025-04-28,26,4256.03
SALE-0020355,PROD-00131,WH-IN-0148,2024-11-05,19,7926.94
SALE-0020356,PROD-00706,WH-IN-0564,2025-06-26,73,11279.88
SALE-0020357,PROD-00862,WH-IN-0773,2025-06-03,48,1666.67
SALE-0020358,PROD-00229,WH-IN-0201,2025-07-19,11,8308.61
SALE-0020359,PROD-00837,WH-IN-0548,2024-11-17,58,8609.97
SALE-0020360,PROD-00936,WH-IN-0068,2025-06-24,29,691.39
SALE-0020361,PROD-00276,WH-IN-0038,2025-07-24,18,4797.16
SALE-0020362,PROD-00292,WH-IN-0533,2025-06-14,60,11618.19
SALE-0020363,PROD-00672,WH-IN-0777,2025-07-05,41,181.44
SALE-0020364,PROD-00777,WH-IN-0682,2025-06-30,48,3215.35
SALE-0020365,PROD-00084,WH-IN-0938,2025-01-05,31,6726.07
SALE-0020366,PROD-00144,WH-IN-0125,2025-08-03,36,122.12
SALE-0020367,PROD-00300,WH-IN-0671,2025-08-09,29,4207.13
SALE-0020368,PROD-00019,WH-IN-0083,2025-05-11,76,3520.74
SALE-0020369,PROD-00590,WH-IN-0405,2024-10-09,66,3601.9
SALE-0020370,PROD-00397,WH-IN-0048,2025-06-17,54,5716.03
SALE-0020371,PROD-00588,WH-IN-0254,2025-02-08,50,5797.55
SALE-0020372,PROD-00884,WH-IN-0647,2025-04-02,8,5833.77
SALE-0020373,PROD-00503,WH-IN-0597,2024-09-01,22,6308.71
SALE-0020374,PROD-00360,WH-IN-0244,2024-10-17,17,9311.09
SALE-0020375,PROD-00988,WH-IN-0669,2025-05-16,47,5131.56
SALE-0020376,PROD-00808,WH-IN-0150,2025-01-31,46,8358.64
SALE-0020377,PROD-00032,WH-IN-0410,2024-12-22,18,9209.78
SALE-0020378,PROD-00235,WH-IN-0544,2025-04-02,55,1078.32
SALE-0020379,PROD-00237,WH-IN-0086,2024-09-19,51,11164.45
SALE-0020380,PROD-00822,WH-IN-0161,2025-08-22,9,317.92
SALE-0020381,PROD-00405,WH-IN-0058,2024-11-12,48,1741.11
SALE-0020382,PROD-00814,WH-IN-0263,2025-04-21,93,3303.64
SALE-0020383,PROD-00944,WH-IN-0859,2024-09-20,62,662.07
SALE-0020384,PROD-00430,WH-IN-0078,2024-10-21,93,1938.07
SALE-0020385,PROD-00499,WH-IN-0921,2025-06-10,75,6932.89
SALE-0020386,PROD-00151,WH-IN-0225,2024-09-25,33,6154.91
SALE-0020387,PROD-00237,WH-IN-0219,2025-04-03,23,7613.4
SALE-0020388,PROD-00689,WH-IN-0626,2025-06-16,18,4306.48
SALE-0020389,PROD-00321,WH-IN-0844,2025-07-04,73,6715.73
SALE-0020390,PROD-00133,WH-IN-0162,2025-03-21,79,4743.2
SALE-0020391,PROD-00952,WH-IN-0173,2024-08-30,92,11814.45
SALE-0020392,PROD-00354,WH-IN-0015,2025-07-28,59,1654.19
SALE-0020393,PROD-00331,WH-IN-0480,2025-06-29,72,1273.81
SALE-0020394,PROD-00645,WH-IN-0072,2025-07-26,94,411.36
SALE-0020395,PROD-00937,WH-IN-0483,2025-07-24,36,4474.99
SALE-0020396,PROD-00697,WH-IN-0017,2025-03-29,64,6431.41
SALE-0020397,PROD-00294,WH-IN-0734,2024-09-08,76,4939.91
SALE-0020398,PROD-00573,WH-IN-0893,2024-12-10,99,7314.91
SALE-0020399,PROD-00290,WH-IN-0595,2025-01-07,46,2351.86
SALE-0020400,PROD-00860,WH-IN-0201,2025-06-02,61,7762.35
SALE-0020401,PROD-00619,WH-IN-0050,2025-01-21,13,10512.76
SALE-0020402,PROD-00668,WH-IN-0611,2024-12-27,50,246.11
SALE-0020403,PROD-00974,WH-IN-0797,2025-08-26,4,3839.48
SALE-0020404,PROD-00239,WH-IN-0579,2025-01-14,48,4677.72
SALE-0020405,PROD-00158,WH-IN-0907,2025-03-24,66,7629.2
SALE-0020406,PROD-00939,WH-IN-0790,2025-01-02,33,6926.72
SALE-0020407,PROD-00114,WH-IN-0754,2024-09-06,40,5824.31
SALE-0020408,PROD-00721,WH-IN-0851,2024-10-31,78,5175.71
SALE-0020409,PROD-00162,WH-IN-0680,2024-12-30,14,4347.77
SALE-0020410,PROD-00782,WH-IN-0670,2025-03-30,53,1965.94
SALE-0020411,PROD-00905,WH-IN-0739,2024-11-10,40,192.06
SALE-0020412,PROD-00475,WH-IN-0700,2025-02-23,70,1568.12
SALE-0020413,PROD-00566,WH-IN-0057,2024-11-18,59,1549.09
SALE-0020414,PROD-00650,WH-IN-0291,2025-08-08,44,6608.97
SALE-0020415,PROD-00245,WH-IN-0932,2025-01-25,31,3067.37
SALE-0020416,PROD-00262,WH-IN-0556,2025-06-23,97,10866.21
SALE-0020417,PROD-00373,WH-IN-0983,2025-07-19,74,9821.11
SALE-0020418,PROD-00333,WH-IN-0755,2025-08-02,95,4445.32
SALE-0020419,PROD-00447,WH-IN-0549,2025-04-29,19,4328.19
SALE-0020420,PROD-00230,WH-IN-0584,2024-09-26,85,4551.29
SALE-0020421,PROD-00220,WH-IN-0056,2025-05-30,2,2857.26
SALE-0020422,PROD-00753,WH-IN-0240,2024-12-20,17,4020.91
SALE-0020423,PROD-00753,WH-IN-0205,2025-05-18,66,2833.09
SALE-0020424,PROD-00117,WH-IN-0943,2025-08-18,27,5712.16
SALE-0020425,PROD-00003,WH-IN-0679,2024-09-27,56,2470.99
SALE-0020426,PROD-00153,WH-IN-0488,2025-03-20,33,7099.87
SALE-0020427,PROD-00915,WH-IN-0783,2025-06-20,67,3745.5
SALE-0020428,PROD-00806,WH-IN-0717,2025-02-13,10,1068.79
SALE-0020429,PROD-00391,WH-IN-0527,2025-04-06,95,4397.9
SALE-0020430,PROD-00906,WH-IN-0286,2025-04-23,81,276.38
SALE-0020431,PROD-00319,WH-IN-0309,2025-07-24,78,1955.61
SALE-0020432,PROD-00071,WH-IN-0732,2025-08-12,89,5251.28
SALE-0020433,PROD-00740,WH-IN-0967,2025-06-12,17,5303.57
SALE-0020434,PROD-00975,WH-IN-0024,2025-07-29,39,686.47
SALE-0020435,PROD-00141,WH-IN-0720,2025-06-05,72,1796.15
SALE-0020436,PROD-00916,WH-IN-0607,2025-08-18,29,8957.91
SALE-0020437,PROD-00154,WH-IN-0637,2025-08-28,100,6411.91
SALE-0020438,PROD-00182,WH-IN-0267,2024-10-12,70,5844.05
SALE-0020439,PROD-00691,WH-IN-0227,2024-09-05,9,1920.02
SALE-0020440,PROD-00001,WH-IN-0883,2025-02-13,15,8423.46
SALE-0020441,PROD-00290,WH-IN-0985,2025-04-16,40,3434.53
SALE-0020442,PROD-00708,WH-IN-0566,2025-02-26,80,25.86
SALE-0020443,PROD-00041,WH-IN-0616,2025-03-31,33,7154.04
SALE-0020444,PROD-00618,WH-IN-0053,2025-04-02,27,10608.88
SALE-0020445,PROD-00418,WH-IN-0229,2024-10-31,20,5929.94
SALE-0020446,PROD-00639,WH-IN-0889,2025-01-28,98,299.98
SALE-0020447,PROD-00569,WH-IN-0827,2025-05-10,50,539.24
SALE-0020448,PROD-00534,WH-IN-0358,2025-07-28,54,9241.9
SALE-0020449,PROD-00721,WH-IN-0134,2024-11-05,57,7791.23
SALE-0020450,PROD-00530,WH-IN-0222,2025-08-18,99,9509.14
SALE-0020451,PROD-00378,WH-IN-0479,2024-12-06,25,4619.33
SALE-0020452,PROD-00670,WH-IN-0660,2025-01-08,96,14007.01
SALE-0020453,PROD-00726,WH-IN-0662,2025-08-17,77,6140.97
SALE-0020454,PROD-00698,WH-IN-0375,2025-03-18,10,10786.79
SALE-0020455,PROD-00697,WH-IN-0992,2024-10-15,27,4364.5
SALE-0020456,PROD-00932,WH-IN-0495,2025-05-03,70,5942.89
SALE-0020457,PROD-00724,WH-IN-0271,2025-04-08,80,7920.64
SALE-0020458,PROD-00894,WH-IN-0937,2024-10-25,58,12502.51
SALE-0020459,PROD-00301,WH-IN-0731,2025-04-02,44,5833.44
SALE-0020460,PROD-00199,WH-IN-0897,2025-05-16,16,10577.4
SALE-0020461,PROD-00263,WH-IN-0925,2025-07-24,51,5634.01
SALE-0020462,PROD-00732,WH-IN-0098,2025-07-11,86,885.48
SALE-0020463,PROD-00976,WH-IN-0058,2025-04-23,89,6282.33
SALE-0020464,PROD-00387,WH-IN-0539,2025-07-15,35,7555.93
SALE-0020465,PROD-00574,WH-IN-0335,2024-10-31,18,8567.68
SALE-0020466,PROD-00819,WH-IN-0423,2025-02-03,34,7970.0
SALE-0020467,PROD-00364,WH-IN-0360,2025-08-03,54,1148.7
SALE-0020468,PROD-00735,WH-IN-0056,2024-09-03,94,2782.76
SALE-0020469,PROD-00631,WH-IN-0928,2024-10-06,59,5928.25
SALE-0020470,PROD-00714,WH-IN-0086,2024-10-16,28,45.14
SALE-0020471,PROD-00600,WH-IN-0970,2024-10-20,81,6644.1
SALE-0020472,PROD-00462,WH-IN-0254,2025-06-04,41,2510.18
SALE-0020473,PROD-00686,WH-IN-0140,2025-03-31,3,1894.29
SALE-0020474,PROD-00922,WH-IN-0392,2025-08-29,72,8622.49
SALE-0020475,PROD-00042,WH-IN-0011,2025-04-14,85,4252.79
SALE-0020476,PROD-00987,WH-IN-0546,2025-02-10,84,3685.58
SALE-0020477,PROD-00971,WH-IN-0052,2025-08-11,82,872.02
SALE-0020478,PROD-00796,WH-IN-0328,2025-01-09,72,8667.26
SALE-0020479,PROD-00559,WH-IN-0146,2025-07-13,53,3704.85
SALE-0020480,PROD-00801,WH-IN-0308,2025-08-21,64,6164.11
SALE-0020481,PROD-00174,WH-IN-0512,2025-02-19,53,2274.22
SALE-0020482,PROD-00927,WH-IN-0139,2025-07-23,41,124.58
SALE-0020483,PROD-00262,WH-IN-0855,2025-05-16,78,6155.17
SALE-0020484,PROD-00177,WH-IN-0475,2024-08-31,1,4917.54
SALE-0020485,PROD-00207,WH-IN-0640,2025-02-20,77,8608.88
SALE-0020486,PROD-00104,WH-IN-0701,2025-05-18,89,4390.88
SALE-0020487,PROD-00410,WH-IN-0525,2024-12-01,87,1637.84
SALE-0020488,PROD-00574,WH-IN-0990,2025-03-21,51,10371.57
SALE-0020489,PROD-00006,WH-IN-0920,2025-01-26,82,7991.19
SALE-0020490,PROD-00168,WH-IN-0307,2025-02-13,71,5613.32
SALE-0020491,PROD-00434,WH-IN-0764,2024-11-23,79,7812.05
SALE-0020492,PROD-00261,WH-IN-0478,2025-03-16,74,6182.07
SALE-0020493,PROD-00075,WH-IN-0525,2024-10-29,39,7706.73
SALE-0020494,PROD-00408,WH-IN-0976,2024-11-06,61,2967.68
SALE-0020495,PROD-00556,WH-IN-0573,2025-03-24,9,448.14
SALE-0020496,PROD-00939,WH-IN-0655,2025-07-26,77,4409.27
SALE-0020497,PROD-00267,WH-IN-0021,2024-11-27,40,5294.0
SALE-0020498,PROD-00630,WH-IN-0662,2025-07-24,9,4409.76
SALE-0020499,PROD-00350,WH-IN-0369,2024-12-04,43,9059.56
SALE-0020500,PROD-00284,WH-IN-0986,2024-11-03,59,11390.64
SALE-0020501,PROD-00448,WH-IN-0209,2024-10-31,5,8607.31
SALE-0020502,PROD-00013,WH-IN-0491,2025-01-26,77,10458.04
SALE-0020503,PROD-00249,WH-IN-0175,2024-12-11,86,7864.31
SALE-0020504,PROD-00320,WH-IN-0015,2025-02-19,16,6125.57
SALE-0020505,PROD-00772,WH-IN-0993,2024-09-29,52,6131.08
SALE-0020506,PROD-00297,WH-IN-0328,2025-01-06,44,3613.74
SALE-0020507,PROD-00429,WH-IN-0965,2025-08-08,3,9548.08
SALE-0020508,PROD-00186,WH-IN-0490,2025-07-13,59,2375.56
SALE-0020509,PROD-00969,WH-IN-0661,2025-06-03,95,3253.36
SALE-0020510,PROD-00133,WH-IN-0143,2025-01-14,10,4269.11
SALE-0020511,PROD-00957,WH-IN-0335,2025-06-16,61,4181.64
SALE-0020512,PROD-00002,WH-IN-0520,2025-02-21,67,5406.43
SALE-0020513,PROD-00549,WH-IN-0992,2024-09-02,6,3235.37
SALE-0020514,PROD-00472,WH-IN-0244,2025-05-23,37,2486.58
SALE-0020515,PROD-00860,WH-IN-0523,2025-07-04,47,7663.55
SALE-0020516,PROD-00623,WH-IN-0120,2025-06-20,67,2799.08
SALE-0020517,PROD-00063,WH-IN-0176,2024-10-10,20,3409.15
SALE-0020518,PROD-00167,WH-IN-0360,2024-10-03,69,4592.82
SALE-0020519,PROD-00655,WH-IN-0341,2024-11-04,13,7822.96
SALE-0020520,PROD-00746,WH-IN-0921,2024-11-07,40,1476.76
SALE-0020521,PROD-00297,WH-IN-0646,2025-05-17,41,4285.87
SALE-0020522,PROD-00865,WH-IN-0236,2024-11-09,60,2831.3
SALE-0020523,PROD-00078,WH-IN-0375,2025-07-26,55,9028.11
SALE-0020524,PROD-00858,WH-IN-0746,2025-01-21,81,6710.9
SALE-0020525,PROD-00766,WH-IN-0958,2025-01-07,91,2969.17
SALE-0020526,PROD-00513,WH-IN-0587,2024-08-31,68,8789.01
SALE-0020527,PROD-00812,WH-IN-0633,2025-04-25,78,8552.24
SALE-0020528,PROD-00407,WH-IN-0641,2024-12-23,78,5550.84
SALE-0020529,PROD-00528,WH-IN-0297,2024-12-29,70,5319.07
SALE-0020530,PROD-00224,WH-IN-0374,2025-06-18,38,4785.68
SALE-0020531,PROD-00140,WH-IN-0563,2025-03-11,74,1495.59
SALE-0020532,PROD-00862,WH-IN-0304,2024-11-10,28,1230.05
SALE-0020533,PROD-00048,WH-IN-0979,2025-06-08,3,13535.93
SALE-0020534,PROD-00536,WH-IN-0564,2024-12-30,71,3565.94
SALE-0020535,PROD-00144,WH-IN-0413,2024-11-06,88,124.73
SALE-0020536,PROD-00038,WH-IN-0846,2025-07-17,91,10719.14
SALE-0020537,PROD-00822,WH-IN-0525,2025-06-10,6,315.13
SALE-0020538,PROD-00303,WH-IN-0203,2025-06-10,32,966.47
SALE-0020539,PROD-00723,WH-IN-0295,2025-02-17,26,3190.39
SALE-0020540,PROD-00949,WH-IN-0316,2025-03-11,47,965.06
SALE-0020541,PROD-00306,WH-IN-0710,2025-05-31,20,2427.72
SALE-0020542,PROD-00111,WH-IN-0367,2025-04-19,26,1338.64
SALE-0020543,PROD-00213,WH-IN-0698,2025-07-10,100,6373.82
SALE-0020544,PROD-00280,WH-IN-0683,2025-04-09,78,1050.88
SALE-0020545,PROD-00105,WH-IN-0628,2025-05-07,6,5769.28
SALE-0020546,PROD-00624,WH-IN-0379,2025-04-10,31,9387.09
SALE-0020547,PROD-00382,WH-IN-0703,2024-11-09,81,5119.45
SALE-0020548,PROD-00944,WH-IN-0870,2024-12-27,19,933.54
SALE-0020549,PROD-00467,WH-IN-0207,2024-12-18,94,8676.85
SALE-0020550,PROD-00268,WH-IN-0165,2025-02-05,45,4861.61
SALE-0020551,PROD-00423,WH-IN-0469,2025-08-28,37,1691.18
SALE-0020552,PROD-00516,WH-IN-0437,2025-04-18,23,5648.7
SALE-0020553,PROD-00378,WH-IN-0516,2025-01-02,79,4337.68
SALE-0020554,PROD-00286,WH-IN-0866,2025-01-16,95,6692.54
SALE-0020555,PROD-00069,WH-IN-0047,2025-07-10,57,8948.95
SALE-0020556,PROD-00778,WH-IN-0586,2025-07-13,57,9503.46
SALE-0020557,PROD-00275,WH-IN-0466,2025-04-01,34,4149.05
SALE-0020558,PROD-00209,WH-IN-0622,2024-09-14,81,3721.35
SALE-0020559,PROD-00538,WH-IN-0160,2025-04-01,13,7059.58
SALE-0020560,PROD-00073,WH-IN-0778,2024-12-03,54,3219.8
SALE-0020561,PROD-00415,WH-IN-0488,2025-05-23,96,1269.56
SALE-0020562,PROD-00513,WH-IN-0169,2025-08-01,82,11434.63
SALE-0020563,PROD-00312,WH-IN-0916,2024-10-04,25,76.31
SALE-0020564,PROD-00689,WH-IN-0457,2025-04-04,44,5557.55
SALE-0020565,PROD-00395,WH-IN-0813,2024-10-19,67,2528.75
SALE-0020566,PROD-01000,WH-IN-0451,2024-10-27,75,2846.07
SALE-0020567,PROD-00341,WH-IN-0123,2025-04-30,13,3739.3
SALE-0020568,PROD-00522,WH-IN-0079,2025-07-26,2,4706.61
SALE-0020569,PROD-00585,WH-IN-0513,2025-02-12,19,10024.2
SALE-0020570,PROD-00261,WH-IN-0877,2025-08-21,96,8244.39
SALE-0020571,PROD-00528,WH-IN-0329,2025-08-02,1,4242.6
SALE-0020572,PROD-00672,WH-IN-0691,2024-12-21,4,188.24
SALE-0020573,PROD-00093,WH-IN-0640,2025-08-06,100,9379.42
SALE-0020574,PROD-00249,WH-IN-0140,2024-11-22,41,5508.4
SALE-0020575,PROD-00236,WH-IN-0060,2025-01-02,10,1970.33
SALE-0020576,PROD-00448,WH-IN-0466,2024-12-02,12,8470.15
SALE-0020577,PROD-00006,WH-IN-0069,2025-08-23,31,11702.15
SALE-0020578,PROD-00539,WH-IN-0472,2025-04-20,58,1327.16
SALE-0020579,PROD-00208,WH-IN-0736,2024-10-08,27,785.96
SALE-0020580,PROD-00793,WH-IN-0841,2025-06-18,94,1328.67
SALE-0020581,PROD-00549,WH-IN-0803,2025-01-20,67,3546.53
SALE-0020582,PROD-00008,WH-IN-0287,2025-08-25,99,542.2
SALE-0020583,PROD-00385,WH-IN-0189,2025-08-19,93,6981.35
SALE-0020584,PROD-00888,WH-IN-0712,2024-09-17,91,8287.83
SALE-0020585,PROD-00444,WH-IN-0880,2025-05-02,24,574.52
SALE-0020586,PROD-00208,WH-IN-0343,2025-03-28,30,826.15
SALE-0020587,PROD-00875,WH-IN-0042,2024-12-01,95,5845.05
SALE-0020588,PROD-00839,WH-IN-0904,2025-05-18,30,2629.3
SALE-0020589,PROD-00564,WH-IN-0384,2025-05-15,5,1273.48
SALE-0020590,PROD-00846,WH-IN-0447,2025-03-06,60,2247.83
SALE-0020591,PROD-00207,WH-IN-0643,2025-01-06,32,6547.65
SALE-0020592,PROD-00360,WH-IN-0048,2025-07-20,70,9247.39
SALE-0020593,PROD-00639,WH-IN-0343,2025-08-24,30,251.54
SALE-0020594,PROD-00396,WH-IN-0122,2024-11-29,20,10293.48
SALE-0020595,PROD-00788,WH-IN-0483,2024-10-23,95,7084.96
SALE-0020596,PROD-00237,WH-IN-0724,2025-03-27,71,7862.74
SALE-0020597,PROD-00440,WH-IN-0071,2025-06-09,61,7878.87
SALE-0020598,PROD-00917,WH-IN-0127,2024-11-18,24,3750.15
SALE-0020599,PROD-00280,WH-IN-0986,2025-07-29,89,1997.92
SALE-0020600,PROD-00442,WH-IN-0263,2024-11-12,3,8981.34
SALE-0020601,PROD-00205,WH-IN-0312,2024-11-22,96,3061.01
SALE-0020602,PROD-00778,WH-IN-0949,2025-06-24,67,11138.07
SALE-0020603,PROD-00216,WH-IN-0195,2024-10-05,67,6938.41
SALE-0020604,PROD-00069,WH-IN-0518,2025-01-14,38,7998.65
SALE-0020605,PROD-00007,WH-IN-0370,2024-12-05,81,776.97
SALE-0020606,PROD-00310,WH-IN-0969,2025-03-15,54,248.97
SALE-0020607,PROD-00078,WH-IN-0794,2024-09-03,38,6034.32
SALE-0020608,PROD-00865,WH-IN-0889,2024-12-21,40,2028.46
SALE-0020609,PROD-00970,WH-IN-0182,2024-12-24,59,6408.14
SALE-0020610,PROD-00103,WH-IN-0931,2024-10-24,33,2817.51
SALE-0020611,PROD-00549,WH-IN-0735,2025-01-22,71,3152.27
SALE-0020612,PROD-00375,WH-IN-0573,2024-11-12,81,245.11
SALE-0020613,PROD-00652,WH-IN-0034,2025-08-09,81,6240.59
SALE-0020614,PROD-00157,WH-IN-0600,2025-01-22,3,2124.86
SALE-0020615,PROD-00893,WH-IN-0655,2025-04-22,15,3703.31
SALE-0020616,PROD-00624,WH-IN-0415,2025-05-03,14,8420.34
SALE-0020617,PROD-00873,WH-IN-0190,2025-01-17,29,2403.13
SALE-0020618,PROD-00716,WH-IN-0560,2025-04-22,31,9202.41
SALE-0020619,PROD-00383,WH-IN-0952,2025-03-02,58,8769.45
SALE-0020620,PROD-00183,WH-IN-0058,2024-12-05,22,8177.84
SALE-0020621,PROD-00452,WH-IN-0737,2025-08-06,87,4445.52
SALE-0020622,PROD-00550,WH-IN-0386,2025-01-07,4,7200.01
SALE-0020623,PROD-00758,WH-IN-0663,2025-04-02,68,12018.6
SALE-0020624,PROD-00136,WH-IN-0774,2024-10-28,65,6333.09
SALE-0020625,PROD-00765,WH-IN-0827,2025-01-23,81,635.73
SALE-0020626,PROD-00023,WH-IN-0728,2025-08-14,71,10519.02
SALE-0020627,PROD-00041,WH-IN-0392,2024-12-11,28,4992.88
SALE-0020628,PROD-00278,WH-IN-0160,2025-07-11,44,72.93
SALE-0020629,PROD-00594,WH-IN-0566,2025-07-11,9,3666.74
SALE-0020630,PROD-00447,WH-IN-0954,2025-02-14,54,2234.46
SALE-0020631,PROD-00027,WH-IN-0161,2024-09-11,26,8831.51
SALE-0020632,PROD-00906,WH-IN-0660,2025-03-06,59,211.74
SALE-0020633,PROD-00956,WH-IN-0366,2025-01-27,1,2940.01
SALE-0020634,PROD-00551,WH-IN-0841,2024-11-21,51,12196.34
SALE-0020635,PROD-00415,WH-IN-0597,2024-09-01,79,1092.11
SALE-0020636,PROD-00920,WH-IN-0035,2025-01-03,41,1278.53
SALE-0020637,PROD-00062,WH-IN-0648,2025-08-12,29,65.51
SALE-0020638,PROD-00297,WH-IN-0757,2024-09-28,53,3453.93
SALE-0020639,PROD-00141,WH-IN-0683,2025-05-28,79,1160.54
SALE-0020640,PROD-00420,WH-IN-0672,2025-08-03,43,9599.52
SALE-0020641,PROD-00285,WH-IN-0172,2025-08-02,77,5448.95
SALE-0020642,PROD-00128,WH-IN-0269,2024-11-19,65,1545.67
SALE-0020643,PROD-00800,WH-IN-0410,2024-12-16,77,7258.71
SALE-0020644,PROD-00277,WH-IN-0051,2024-11-09,20,4063.33
SALE-0020645,PROD-00802,WH-IN-0499,2024-12-08,70,2596.7
SALE-0020646,PROD-00744,WH-IN-0838,2025-02-22,3,13038.87
SALE-0020647,PROD-00341,WH-IN-0659,2025-06-12,77,2759.56
SALE-0020648,PROD-00764,WH-IN-0993,2024-08-29,8,727.9
SALE-0020649,PROD-00725,WH-IN-0460,2025-08-09,2,456.56
SALE-0020650,PROD-00085,WH-IN-0438,2024-09-04,27,537.66
SALE-0020651,PROD-00460,WH-IN-0587,2025-07-17,92,4335.92
