confirmation_id,item_id,quantity,source_warehouse_id,destination_warehouse_id,schedule_date,estimated_arrival_date,status
RSTK-001016,PROD-00213,634,WH-IN-0647,WH-IN-0723,2025-09-07 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001017,PROD-00165,112,WH-IN-0380,WH-IN-0201,2025-08-31 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001018,PROD-00078,319,WH-IN-0596,WH-IN-0519,2025-09-03 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001019,PROD-00500,199,WH-IN-0928,WH-IN-0937,2025-09-07 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001020,PROD-00581,159,WH-IN-0518,WH-IN-0654,2025-09-12 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001021,PROD-00040,152,WH-IN-0083,WH-IN-0717,2025-08-31 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001022,PROD-00613,996,WH-IN-0704,WH-IN-0646,2025-08-31 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-001023,PROD-00096,195,WH-IN-0112,WH-IN-0005,2025-09-09 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001024,PROD-00786,360,WH-IN-0838,WH-IN-0584,2025-09-10 19:59:12,2025-09-19 19:59:12,Scheduled
RSTK-001025,PROD-00620,818,WH-IN-0930,WH-IN-0528,2025-08-31 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001026,PROD-00253,109,WH-IN-0249,WH-IN-0825,2025-09-07 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-001027,PROD-00316,119,WH-IN-0487,WH-IN-0705,2025-09-03 19:59:12,2025-09-04 19:59:12,In Transit
RSTK-001028,PROD-00204,358,WH-IN-0515,WH-IN-0482,2025-08-30 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001029,PROD-00680,106,WH-IN-0479,WH-IN-0448,2025-09-06 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001030,PROD-00032,140,WH-IN-0482,WH-IN-0424,2025-09-09 19:59:12,2025-09-17 19:59:12,Scheduled
RSTK-001031,PROD-00779,673,WH-IN-0527,WH-IN-0298,2025-09-09 19:59:12,2025-09-19 19:59:12,Cancelled
RSTK-001032,PROD-00272,114,WH-IN-0243,WH-IN-0438,2025-09-07 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001033,PROD-00228,953,WH-IN-0672,WH-IN-0316,2025-09-08 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001034,PROD-00416,451,WH-IN-0995,WH-IN-0591,2025-08-30 19:59:12,2025-09-02 19:59:12,Cancelled
RSTK-001035,PROD-00825,274,WH-IN-0827,WH-IN-0587,2025-09-01 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-001036,PROD-00588,491,WH-IN-0717,WH-IN-0061,2025-08-31 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-001037,PROD-00163,929,WH-IN-0579,WH-IN-0778,2025-08-30 19:59:12,2025-09-04 19:59:12,In Transit
RSTK-001038,PROD-00491,769,WH-IN-0319,WH-IN-0292,2025-09-07 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001039,PROD-00969,375,WH-IN-0931,WH-IN-0343,2025-09-11 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001040,PROD-00047,858,WH-IN-0143,WH-IN-0526,2025-09-02 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001041,PROD-00778,214,WH-IN-0813,WH-IN-0988,2025-09-11 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-001042,PROD-00103,940,WH-IN-0972,WH-IN-0488,2025-09-11 19:59:12,2025-09-17 19:59:12,Delivered
RSTK-001043,PROD-00802,555,WH-IN-0499,WH-IN-0740,2025-09-05 19:59:12,2025-09-08 19:59:12,Delivered
RSTK-001044,PROD-00229,276,WH-IN-0408,WH-IN-0339,2025-09-03 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-001045,PROD-00266,854,WH-IN-0644,WH-IN-0463,2025-09-10 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-001046,PROD-00268,200,WH-IN-0702,WH-IN-0344,2025-08-30 19:59:12,2025-08-31 19:59:12,Cancelled
RSTK-001047,PROD-00629,508,WH-IN-0466,WH-IN-0075,2025-09-11 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001048,PROD-00306,132,WH-IN-0415,WH-IN-0301,2025-08-30 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-001049,PROD-00195,202,WH-IN-0336,WH-IN-0784,2025-09-02 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-001050,PROD-00591,79,WH-IN-0031,WH-IN-0212,2025-09-02 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001051,PROD-00251,287,WH-IN-0528,WH-IN-0843,2025-09-06 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001052,PROD-00388,600,WH-IN-0472,WH-IN-0129,2025-09-08 19:59:12,2025-09-17 19:59:12,Cancelled
RSTK-001053,PROD-00823,126,WH-IN-0294,WH-IN-0735,2025-09-10 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-001054,PROD-00540,418,WH-IN-0150,WH-IN-0608,2025-09-10 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-001055,PROD-00871,864,WH-IN-0105,WH-IN-0432,2025-09-10 19:59:12,2025-09-18 19:59:12,Cancelled
RSTK-001056,PROD-00470,451,WH-IN-0024,WH-IN-0647,2025-09-03 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-001057,PROD-00026,272,WH-IN-0442,WH-IN-0916,2025-09-01 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001058,PROD-00276,283,WH-IN-0476,WH-IN-0909,2025-09-04 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-001059,PROD-00480,549,WH-IN-0544,WH-IN-0790,2025-09-11 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001060,PROD-00663,120,WH-IN-0181,WH-IN-0514,2025-09-02 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001061,PROD-00776,669,WH-IN-0286,WH-IN-0015,2025-08-30 19:59:12,2025-09-05 19:59:12,Cancelled
RSTK-001062,PROD-00073,250,WH-IN-0250,WH-IN-0480,2025-09-09 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-001063,PROD-00609,256,WH-IN-0368,WH-IN-0419,2025-09-06 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001064,PROD-00735,531,WH-IN-0434,WH-IN-0078,2025-09-03 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-001065,PROD-00258,387,WH-IN-0193,WH-IN-0629,2025-09-11 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001066,PROD-00722,157,WH-IN-0014,WH-IN-0488,2025-08-30 19:59:12,2025-09-04 19:59:12,Delivered
RSTK-001067,PROD-00988,84,WH-IN-0921,WH-IN-0723,2025-09-03 19:59:12,2025-09-05 19:59:12,Cancelled
RSTK-001068,PROD-00423,762,WH-IN-0211,WH-IN-0925,2025-09-05 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-001069,PROD-00093,174,WH-IN-0583,WH-IN-0963,2025-09-11 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001070,PROD-00618,720,WH-IN-0268,WH-IN-0942,2025-09-02 19:59:12,2025-09-05 19:59:12,Cancelled
RSTK-001071,PROD-00790,847,WH-IN-0611,WH-IN-0853,2025-09-06 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001072,PROD-00631,358,WH-IN-0258,WH-IN-0774,2025-09-01 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001073,PROD-00602,229,WH-IN-0993,WH-IN-0310,2025-09-05 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001074,PROD-00048,607,WH-IN-0897,WH-IN-0302,2025-09-05 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001075,PROD-00347,150,WH-IN-0777,WH-IN-0082,2025-09-12 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-001076,PROD-00988,229,WH-IN-0116,WH-IN-0919,2025-09-07 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001077,PROD-00929,355,WH-IN-0728,WH-IN-0912,2025-09-09 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-001078,PROD-00751,965,WH-IN-0469,WH-IN-0528,2025-09-03 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-001079,PROD-00361,360,WH-IN-0218,WH-IN-0002,2025-09-01 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001080,PROD-00365,283,WH-IN-0117,WH-IN-0440,2025-09-06 19:59:12,2025-09-15 19:59:12,Delivered
RSTK-001081,PROD-00461,760,WH-IN-0196,WH-IN-0880,2025-09-03 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-001082,PROD-00549,112,WH-IN-0381,WH-IN-0988,2025-09-12 19:59:12,2025-09-21 19:59:12,Delivered
RSTK-001083,PROD-00725,150,WH-IN-0701,WH-IN-0524,2025-09-04 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001084,PROD-00879,710,WH-IN-0277,WH-IN-0185,2025-08-31 19:59:12,2025-09-01 19:59:12,Scheduled
RSTK-001085,PROD-00837,779,WH-IN-0364,WH-IN-0079,2025-09-05 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-001086,PROD-00164,424,WH-IN-0252,WH-IN-0597,2025-09-05 19:59:12,2025-09-07 19:59:12,Delivered
RSTK-001087,PROD-00651,363,WH-IN-0496,WH-IN-0891,2025-09-03 19:59:12,2025-09-04 19:59:12,Cancelled
RSTK-001088,PROD-00448,417,WH-IN-0274,WH-IN-0424,2025-08-30 19:59:12,2025-08-31 19:59:12,Delivered
RSTK-001089,PROD-00893,727,WH-IN-0451,WH-IN-0840,2025-08-31 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-001090,PROD-00629,491,WH-IN-0346,WH-IN-0802,2025-09-12 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-001091,PROD-00967,754,WH-IN-0683,WH-IN-0672,2025-08-30 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-001092,PROD-00675,80,WH-IN-0049,WH-IN-0804,2025-09-11 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001093,PROD-00479,387,WH-IN-0749,WH-IN-0695,2025-08-30 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001094,PROD-00221,70,WH-IN-0502,WH-IN-0826,2025-09-06 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001095,PROD-00479,886,WH-IN-0119,WH-IN-0662,2025-09-05 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001096,PROD-00245,707,WH-IN-0014,WH-IN-0461,2025-08-31 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001097,PROD-00070,493,WH-IN-0238,WH-IN-0362,2025-09-10 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-001098,PROD-00353,408,WH-IN-0957,WH-IN-0928,2025-09-06 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001099,PROD-00497,204,WH-IN-0667,WH-IN-0237,2025-08-31 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001100,PROD-00138,573,WH-IN-0294,WH-IN-0692,2025-09-11 19:59:12,2025-09-16 19:59:12,Scheduled
RSTK-001101,PROD-00695,107,WH-IN-0872,WH-IN-0503,2025-09-07 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001102,PROD-00361,539,WH-IN-0130,WH-IN-0211,2025-09-03 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-001103,PROD-00624,487,WH-IN-0003,WH-IN-0724,2025-09-12 19:59:12,2025-09-18 19:59:12,Delivered
RSTK-001104,PROD-00457,245,WH-IN-0735,WH-IN-0759,2025-08-31 19:59:12,2025-09-02 19:59:12,Cancelled
RSTK-001105,PROD-00202,351,WH-IN-0661,WH-IN-0456,2025-09-04 19:59:12,2025-09-12 19:59:12,In Transit
RSTK-001106,PROD-00881,913,WH-IN-0305,WH-IN-0635,2025-09-09 19:59:12,2025-09-19 19:59:12,Scheduled
RSTK-001107,PROD-00709,576,WH-IN-0376,WH-IN-0157,2025-09-10 19:59:12,2025-09-12 19:59:12,Scheduled
RSTK-001108,PROD-00782,849,WH-IN-0900,WH-IN-0392,2025-09-03 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001109,PROD-00799,132,WH-IN-0312,WH-IN-0349,2025-09-02 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001110,PROD-00960,215,WH-IN-0784,WH-IN-0243,2025-08-31 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-001111,PROD-00003,804,WH-IN-0079,WH-IN-0794,2025-08-31 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001112,PROD-00461,137,WH-IN-0024,WH-IN-0638,2025-09-02 19:59:12,2025-09-07 19:59:12,Cancelled
RSTK-001113,PROD-00353,359,WH-IN-0570,WH-IN-0527,2025-09-12 19:59:12,2025-09-19 19:59:12,Delivered
RSTK-001114,PROD-00981,913,WH-IN-0403,WH-IN-0126,2025-08-30 19:59:12,2025-09-03 19:59:12,Scheduled
RSTK-001115,PROD-00637,324,WH-IN-0156,WH-IN-0974,2025-09-11 19:59:12,2025-09-20 19:59:12,Cancelled
RSTK-001116,PROD-00217,886,WH-IN-0287,WH-IN-0541,2025-09-11 19:59:12,2025-09-18 19:59:12,Delivered
RSTK-001117,PROD-00421,627,WH-IN-0783,WH-IN-0431,2025-09-11 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001118,PROD-00770,809,WH-IN-0446,WH-IN-0256,2025-08-30 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-001119,PROD-00720,700,WH-IN-0233,WH-IN-0662,2025-09-09 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001120,PROD-00011,694,WH-IN-0884,WH-IN-0558,2025-09-06 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-001121,PROD-00189,764,WH-IN-0039,WH-IN-0992,2025-09-08 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-001122,PROD-00561,815,WH-IN-0644,WH-IN-0085,2025-09-01 19:59:12,2025-09-03 19:59:12,Delivered
RSTK-001123,PROD-00500,763,WH-IN-0256,WH-IN-0020,2025-09-02 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-001124,PROD-00808,164,WH-IN-0386,WH-IN-0664,2025-09-10 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-001125,PROD-00543,616,WH-IN-0597,WH-IN-0699,2025-09-03 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001126,PROD-00936,614,WH-IN-0266,WH-IN-0957,2025-09-11 19:59:12,2025-09-21 19:59:12,Delivered
RSTK-001127,PROD-00805,874,WH-IN-0649,WH-IN-0614,2025-09-06 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001128,PROD-00978,311,WH-IN-0846,WH-IN-0741,2025-09-06 19:59:12,2025-09-15 19:59:12,Delivered
RSTK-001129,PROD-00589,226,WH-IN-0559,WH-IN-0632,2025-09-03 19:59:12,2025-09-13 19:59:12,Cancelled
RSTK-001130,PROD-00041,377,WH-IN-0745,WH-IN-0963,2025-09-02 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001131,PROD-00422,401,WH-IN-0484,WH-IN-0723,2025-09-07 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001132,PROD-00295,846,WH-IN-0789,WH-IN-0712,2025-09-06 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001133,PROD-00089,366,WH-IN-0544,WH-IN-0836,2025-09-10 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-001134,PROD-00989,154,WH-IN-0279,WH-IN-0049,2025-08-30 19:59:12,2025-09-06 19:59:12,In Transit
RSTK-001135,PROD-00239,995,WH-IN-0553,WH-IN-0766,2025-09-03 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001136,PROD-00013,580,WH-IN-0660,WH-IN-0067,2025-09-04 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001137,PROD-00122,835,WH-IN-0462,WH-IN-0278,2025-09-07 19:59:12,2025-09-13 19:59:12,In Transit
RSTK-001138,PROD-00947,87,WH-IN-0128,WH-IN-0287,2025-09-03 19:59:12,2025-09-07 19:59:12,In Transit
RSTK-001139,PROD-00731,270,WH-IN-0690,WH-IN-0073,2025-09-08 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001140,PROD-00544,934,WH-IN-0477,WH-IN-0410,2025-09-08 19:59:12,2025-09-10 19:59:12,In Transit
RSTK-001141,PROD-00505,928,WH-IN-0681,WH-IN-0212,2025-09-06 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001142,PROD-00626,765,WH-IN-0809,WH-IN-0025,2025-09-02 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-001143,PROD-00543,996,WH-IN-0264,WH-IN-0524,2025-09-04 19:59:12,2025-09-08 19:59:12,Scheduled
RSTK-001144,PROD-00196,696,WH-IN-0408,WH-IN-0186,2025-09-11 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-001145,PROD-00497,884,WH-IN-0737,WH-IN-0480,2025-09-05 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-001146,PROD-00194,134,WH-IN-0932,WH-IN-0807,2025-09-11 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-001147,PROD-00025,199,WH-IN-0189,WH-IN-0103,2025-09-01 19:59:12,2025-09-04 19:59:12,In Transit
RSTK-001148,PROD-00030,328,WH-IN-0621,WH-IN-0287,2025-09-03 19:59:12,2025-09-10 19:59:12,Cancelled
RSTK-001149,PROD-00073,189,WH-IN-0853,WH-IN-0388,2025-09-01 19:59:12,2025-09-11 19:59:12,Scheduled
RSTK-001150,PROD-00134,150,WH-IN-0518,WH-IN-0669,2025-09-01 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001151,PROD-00955,71,WH-IN-0030,WH-IN-0251,2025-09-01 19:59:12,2025-09-02 19:59:12,Delivered
RSTK-001152,PROD-00493,185,WH-IN-0555,WH-IN-0346,2025-09-10 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001153,PROD-00352,493,WH-IN-0221,WH-IN-0119,2025-09-08 19:59:12,2025-09-09 19:59:12,In Transit
RSTK-001154,PROD-00977,630,WH-IN-0138,WH-IN-0947,2025-09-01 19:59:12,2025-09-05 19:59:12,In Transit
RSTK-001155,PROD-00483,303,WH-IN-0588,WH-IN-0703,2025-09-05 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001156,PROD-00252,781,WH-IN-0960,WH-IN-0756,2025-08-30 19:59:12,2025-09-09 19:59:12,Cancelled
RSTK-001157,PROD-00536,759,WH-IN-0920,WH-IN-0576,2025-09-05 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001158,PROD-00841,165,WH-IN-0696,WH-IN-0261,2025-09-05 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-001159,PROD-00207,260,WH-IN-0205,WH-IN-0077,2025-09-11 19:59:12,2025-09-18 19:59:12,Cancelled
RSTK-001160,PROD-00021,904,WH-IN-0962,WH-IN-0208,2025-09-12 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001161,PROD-00983,920,WH-IN-0744,WH-IN-0306,2025-09-06 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001162,PROD-00483,292,WH-IN-0933,WH-IN-0570,2025-08-31 19:59:12,2025-09-08 19:59:12,Cancelled
RSTK-001163,PROD-00475,818,WH-IN-0955,WH-IN-0604,2025-09-12 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-001164,PROD-00816,867,WH-IN-0970,WH-IN-0162,2025-09-12 19:59:12,2025-09-18 19:59:12,Scheduled
RSTK-001165,PROD-00907,779,WH-IN-0691,WH-IN-0906,2025-09-12 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001166,PROD-00603,976,WH-IN-0994,WH-IN-0194,2025-09-10 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001167,PROD-00253,107,WH-IN-0594,WH-IN-0591,2025-09-08 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001168,PROD-00883,248,WH-IN-0761,WH-IN-0126,2025-09-09 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001169,PROD-00968,64,WH-IN-0060,WH-IN-0082,2025-09-03 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001170,PROD-00288,360,WH-IN-0512,WH-IN-0030,2025-09-05 19:59:12,2025-09-06 19:59:12,Scheduled
RSTK-001171,PROD-00730,892,WH-IN-0985,WH-IN-0407,2025-08-31 19:59:12,2025-09-02 19:59:12,Scheduled
RSTK-001172,PROD-00109,274,WH-IN-0160,WH-IN-0508,2025-09-01 19:59:12,2025-09-06 19:59:12,Cancelled
RSTK-001173,PROD-00489,154,WH-IN-0398,WH-IN-0106,2025-09-10 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001174,PROD-00284,850,WH-IN-0298,WH-IN-0048,2025-09-02 19:59:12,2025-09-05 19:59:12,Delivered
RSTK-001175,PROD-00795,798,WH-IN-0716,WH-IN-0651,2025-09-07 19:59:12,2025-09-09 19:59:12,Scheduled
RSTK-001176,PROD-00940,570,WH-IN-0104,WH-IN-0677,2025-09-03 19:59:12,2025-09-05 19:59:12,Scheduled
RSTK-001177,PROD-00336,320,WH-IN-0781,WH-IN-0938,2025-09-11 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-001178,PROD-00934,129,WH-IN-0306,WH-IN-0123,2025-09-03 19:59:12,2025-09-04 19:59:12,Scheduled
RSTK-001179,PROD-00047,866,WH-IN-0777,WH-IN-0232,2025-09-07 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-001180,PROD-00463,72,WH-IN-0592,WH-IN-0180,2025-09-07 19:59:12,2025-09-16 19:59:12,In Transit
RSTK-001181,PROD-00153,671,WH-IN-0620,WH-IN-0944,2025-09-06 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001182,PROD-00082,210,WH-IN-0400,WH-IN-0404,2025-09-02 19:59:12,2025-09-03 19:59:12,Cancelled
RSTK-001183,PROD-00804,307,WH-IN-0318,WH-IN-0925,2025-09-12 19:59:12,2025-09-19 19:59:12,In Transit
RSTK-001184,PROD-00026,762,WH-IN-0828,WH-IN-0641,2025-09-07 19:59:12,2025-09-14 19:59:12,Scheduled
RSTK-001185,PROD-00301,421,WH-IN-0990,WH-IN-0075,2025-09-04 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-001186,PROD-00930,445,WH-IN-0493,WH-IN-0404,2025-09-11 19:59:12,2025-09-17 19:59:12,In Transit
RSTK-001187,PROD-00544,399,WH-IN-0303,WH-IN-0028,2025-09-12 19:59:12,2025-09-13 19:59:12,Delivered
RSTK-001188,PROD-00830,911,WH-IN-0275,WH-IN-0767,2025-08-31 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-001189,PROD-00277,986,WH-IN-0400,WH-IN-0835,2025-09-04 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-001190,PROD-00592,232,WH-IN-0878,WH-IN-0589,2025-08-30 19:59:12,2025-09-03 19:59:12,Scheduled
RSTK-001191,PROD-00479,995,WH-IN-0871,WH-IN-0488,2025-08-31 19:59:12,2025-09-07 19:59:12,Scheduled
RSTK-001192,PROD-00698,809,WH-IN-0191,WH-IN-0648,2025-09-10 19:59:12,2025-09-20 19:59:12,Scheduled
RSTK-001193,PROD-00904,853,WH-IN-0039,WH-IN-0620,2025-09-09 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001194,PROD-00427,732,WH-IN-0355,WH-IN-0101,2025-09-02 19:59:12,2025-09-04 19:59:12,In Transit
RSTK-001195,PROD-00891,943,WH-IN-0927,WH-IN-0351,2025-09-12 19:59:12,2025-09-14 19:59:12,Delivered
RSTK-001196,PROD-00219,438,WH-IN-0760,WH-IN-0107,2025-09-05 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001197,PROD-00068,804,WH-IN-0822,WH-IN-0197,2025-09-02 19:59:12,2025-09-03 19:59:12,In Transit
RSTK-001198,PROD-00003,373,WH-IN-0588,WH-IN-0098,2025-08-31 19:59:12,2025-09-01 19:59:12,Delivered
RSTK-001199,PROD-00119,632,WH-IN-0351,WH-IN-0313,2025-09-04 19:59:12,2025-09-10 19:59:12,Delivered
RSTK-001200,PROD-00156,635,WH-IN-0211,WH-IN-0664,2025-09-12 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-001201,PROD-00951,667,WH-IN-0656,WH-IN-0513,2025-09-10 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-001202,PROD-00031,451,WH-IN-0352,WH-IN-0552,2025-09-04 19:59:12,2025-09-10 19:59:12,Scheduled
RSTK-001203,PROD-00708,136,WH-IN-0275,WH-IN-0511,2025-09-07 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001204,PROD-00337,537,WH-IN-0805,WH-IN-0815,2025-09-07 19:59:12,2025-09-12 19:59:12,Delivered
RSTK-001205,PROD-00969,394,WH-IN-0875,WH-IN-0815,2025-09-11 19:59:12,2025-09-14 19:59:12,Cancelled
RSTK-001206,PROD-00893,563,WH-IN-0380,WH-IN-0654,2025-09-05 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001207,PROD-00445,543,WH-IN-0093,WH-IN-0378,2025-09-03 19:59:12,2025-09-08 19:59:12,In Transit
RSTK-001208,PROD-00675,962,WH-IN-0219,WH-IN-0798,2025-09-06 19:59:12,2025-09-11 19:59:12,Cancelled
RSTK-001209,PROD-00064,492,WH-IN-0339,WH-IN-0294,2025-09-01 19:59:12,2025-09-09 19:59:12,Delivered
RSTK-001210,PROD-00641,265,WH-IN-0441,WH-IN-0390,2025-09-07 19:59:12,2025-09-16 19:59:12,Cancelled
RSTK-001211,PROD-00113,564,WH-IN-0599,WH-IN-0217,2025-09-12 19:59:12,2025-09-20 19:59:12,Delivered
RSTK-001212,PROD-00318,638,WH-IN-0504,WH-IN-0758,2025-09-02 19:59:12,2025-09-11 19:59:12,In Transit
RSTK-001213,PROD-00977,479,WH-IN-0866,WH-IN-0428,2025-08-30 19:59:12,2025-08-31 19:59:12,In Transit
RSTK-001214,PROD-00477,192,WH-IN-0103,WH-IN-0024,2025-09-12 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001215,PROD-00392,724,WH-IN-0342,WH-IN-0120,2025-08-31 19:59:12,2025-09-03 19:59:12,Delivered
RSTK-001216,PROD-00790,596,WH-IN-0199,WH-IN-0778,2025-09-01 19:59:12,2025-09-05 19:59:12,In Transit
RSTK-001217,PROD-00649,411,WH-IN-0329,WH-IN-0026,2025-09-11 19:59:12,2025-09-15 19:59:12,Delivered
RSTK-001218,PROD-00213,551,WH-IN-0476,WH-IN-0592,2025-09-09 19:59:12,2025-09-16 19:59:12,Delivered
RSTK-001219,PROD-00900,98,WH-IN-0014,WH-IN-0650,2025-09-11 19:59:12,2025-09-13 19:59:12,Scheduled
RSTK-001220,PROD-00814,554,WH-IN-0934,WH-IN-0487,2025-09-08 19:59:12,2025-09-15 19:59:12,In Transit
RSTK-001221,PROD-00965,504,WH-IN-0461,WH-IN-0637,2025-09-04 19:59:12,2025-09-11 19:59:12,Delivered
RSTK-001222,PROD-00377,263,WH-IN-0769,WH-IN-0666,2025-09-10 19:59:12,2025-09-15 19:59:12,Cancelled
RSTK-001223,PROD-00691,158,WH-IN-0875,WH-IN-0463,2025-09-06 19:59:12,2025-09-15 19:59:12,Scheduled
RSTK-001224,PROD-00107,478,WH-IN-0980,WH-IN-0142,2025-09-05 19:59:12,2025-09-13 19:59:12,Delivered
