stock_id,warehouse_id,item_id,current_quantity,last_updated
STK-002773,WH-IN-0287,PROD-00702,1935,2025-08-29 19:59:12
STK-002774,WH-IN-0980,PROD-00026,760,2025-08-14 19:59:12
STK-002775,WH-IN-0313,PROD-00403,388,2025-08-29 19:59:12
STK-002776,WH-IN-0235,PROD-00298,1783,2025-08-06 19:59:12
STK-002777,WH-IN-0889,PROD-00293,1422,2025-08-09 19:59:12
STK-002778,WH-IN-0952,PROD-00519,993,2025-08-20 19:59:12
STK-002779,WH-IN-0317,PROD-00906,1062,2025-08-06 19:59:12
STK-002780,WH-IN-0909,PROD-00162,355,2025-08-17 19:59:12
STK-002781,WH-IN-0141,PROD-00678,1316,2025-08-09 19:59:12
STK-002782,WH-IN-0348,PROD-00206,641,2025-08-22 19:59:12
STK-002783,WH-IN-0748,PROD-00090,1310,2025-08-04 19:59:12
STK-002784,WH-IN-0571,PROD-00077,1111,2025-08-26 19:59:12
STK-002785,WH-IN-0958,PROD-00648,103,2025-08-24 19:59:12
STK-002786,WH-IN-0661,PROD-00494,404,2025-08-14 19:59:12
STK-002787,WH-IN-0844,PROD-00854,1419,2025-08-16 19:59:12
STK-002788,WH-IN-0325,PROD-00595,1802,2025-08-07 19:59:12
STK-002789,WH-IN-0238,PROD-00129,1509,2025-08-07 19:59:12
STK-002790,WH-IN-0960,PROD-00704,1626,2025-08-21 19:59:12
STK-002791,WH-IN-0264,PROD-00193,1886,2025-08-03 19:59:12
STK-002792,WH-IN-0831,PROD-00868,1906,2025-08-25 19:59:12
STK-002793,WH-IN-0543,PROD-00361,1159,2025-08-18 19:59:12
STK-002794,WH-IN-0699,PROD-00075,753,2025-08-28 19:59:12
STK-002795,WH-IN-0291,PROD-00324,1975,2025-08-29 19:59:12
STK-002796,WH-IN-0886,PROD-00962,1542,2025-07-31 19:59:12
STK-002797,WH-IN-0019,PROD-00375,1888,2025-08-01 19:59:12
STK-002798,WH-IN-0208,PROD-00755,1157,2025-07-31 19:59:12
STK-002799,WH-IN-0465,PROD-00083,777,2025-08-24 19:59:12
STK-002800,WH-IN-0186,PROD-00599,1942,2025-08-09 19:59:12
STK-002801,WH-IN-0343,PROD-00076,180,2025-08-11 19:59:12
STK-002802,WH-IN-0671,PROD-00885,106,2025-08-20 19:59:12
STK-002803,WH-IN-0395,PROD-00600,1934,2025-08-17 19:59:12
STK-002804,WH-IN-0351,PROD-00538,1400,2025-08-02 19:59:12
STK-002805,WH-IN-0046,PROD-00404,1904,2025-08-27 19:59:12
STK-002806,WH-IN-0438,PROD-00511,1983,2025-08-19 19:59:12
STK-002807,WH-IN-0467,PROD-00375,1987,2025-08-12 19:59:12
STK-002808,WH-IN-0411,PROD-00303,1652,2025-08-23 19:59:12
STK-002809,WH-IN-0260,PROD-00126,1619,2025-08-03 19:59:12
STK-002810,WH-IN-0592,PROD-00010,306,2025-08-27 19:59:12
STK-002811,WH-IN-0525,PROD-00382,1578,2025-08-06 19:59:12
STK-002812,WH-IN-0399,PROD-00652,1338,2025-08-02 19:59:12
STK-002813,WH-IN-0301,PROD-00154,960,2025-08-17 19:59:12
STK-002814,WH-IN-0841,PROD-00454,1285,2025-08-07 19:59:12
STK-002815,WH-IN-0227,PROD-00736,1182,2025-08-13 19:59:12
STK-002816,WH-IN-0539,PROD-00686,1259,2025-08-23 19:59:12
STK-002817,WH-IN-0539,PROD-00650,1997,2025-08-02 19:59:12
STK-002818,WH-IN-0755,PROD-00438,103,2025-08-27 19:59:12
STK-002819,WH-IN-0522,PROD-00282,1292,2025-08-02 19:59:12
STK-002820,WH-IN-0937,PROD-00231,1036,2025-08-17 19:59:12
STK-002821,WH-IN-0259,PROD-00240,335,2025-08-13 19:59:12
STK-002822,WH-IN-0744,PROD-00920,496,2025-08-14 19:59:12
STK-002823,WH-IN-0992,PROD-00533,1180,2025-08-08 19:59:12
STK-002824,WH-IN-0773,PROD-00548,1665,2025-08-25 19:59:12
STK-002825,WH-IN-0540,PROD-00054,29,2025-07-31 19:59:12
STK-002826,WH-IN-0508,PROD-00502,1159,2025-08-25 19:59:12
STK-002827,WH-IN-0262,PROD-00026,1526,2025-08-14 19:59:12
STK-002828,WH-IN-0846,PROD-00984,1926,2025-08-14 19:59:12
STK-002829,WH-IN-0319,PROD-00234,191,2025-08-09 19:59:12
STK-002830,WH-IN-0328,PROD-00725,555,2025-08-24 19:59:12
STK-002831,WH-IN-0515,PROD-00483,1673,2025-08-16 19:59:12
STK-002832,WH-IN-0945,PROD-00657,6,2025-08-05 19:59:12
STK-002833,WH-IN-0219,PROD-00732,1978,2025-08-07 19:59:12
STK-002834,WH-IN-0394,PROD-00065,1840,2025-08-25 19:59:12
STK-002835,WH-IN-0163,PROD-00470,1907,2025-08-13 19:59:12
STK-002836,WH-IN-0068,PROD-00108,1315,2025-08-26 19:59:12
STK-002837,WH-IN-0700,PROD-00296,1624,2025-08-18 19:59:12
STK-002838,WH-IN-0510,PROD-00602,183,2025-07-30 19:59:12
STK-002839,WH-IN-0007,PROD-00883,252,2025-08-29 19:59:12
STK-002840,WH-IN-0516,PROD-00695,1682,2025-08-19 19:59:12
STK-002841,WH-IN-0169,PROD-00360,1690,2025-08-29 19:59:12
STK-002842,WH-IN-0021,PROD-00880,1920,2025-08-16 19:59:12
STK-002843,WH-IN-0631,PROD-00226,867,2025-08-23 19:59:12
STK-002844,WH-IN-0257,PROD-00232,845,2025-07-31 19:59:12
STK-002845,WH-IN-0502,PROD-00162,75,2025-08-01 19:59:12
STK-002846,WH-IN-0795,PROD-00691,14,2025-07-31 19:59:12
STK-002847,WH-IN-0476,PROD-00783,1465,2025-08-02 19:59:12
STK-002848,WH-IN-0305,PROD-00900,1616,2025-08-27 19:59:12
STK-002849,WH-IN-0447,PROD-00241,171,2025-08-20 19:59:12
STK-002850,WH-IN-0334,PROD-00769,438,2025-08-07 19:59:12
STK-002851,WH-IN-0752,PROD-00567,266,2025-07-30 19:59:12
STK-002852,WH-IN-0237,PROD-00787,787,2025-08-23 19:59:12
STK-002853,WH-IN-0932,PROD-00436,522,2025-08-21 19:59:12
STK-002854,WH-IN-0511,PROD-00165,524,2025-08-27 19:59:12
STK-002855,WH-IN-0570,PROD-00253,803,2025-08-28 19:59:12
STK-002856,WH-IN-0507,PROD-00950,139,2025-08-26 19:59:12
STK-002857,WH-IN-0099,PROD-00931,130,2025-08-06 19:59:12
STK-002858,WH-IN-0202,PROD-00845,1691,2025-07-30 19:59:12
STK-002859,WH-IN-0539,PROD-00750,424,2025-08-07 19:59:12
STK-002860,WH-IN-0144,PROD-00911,1958,2025-08-07 19:59:12
STK-002861,WH-IN-0503,PROD-00742,790,2025-08-12 19:59:12
STK-002862,WH-IN-0630,PROD-00829,650,2025-08-25 19:59:12
STK-002863,WH-IN-0377,PROD-00348,299,2025-08-21 19:59:12
STK-002864,WH-IN-0760,PROD-00527,187,2025-08-16 19:59:12
STK-002865,WH-IN-0865,PROD-00951,1412,2025-08-13 19:59:12
STK-002866,WH-IN-0203,PROD-00072,773,2025-08-01 19:59:12
STK-002867,WH-IN-0022,PROD-00545,155,2025-08-12 19:59:12
STK-002868,WH-IN-0202,PROD-00151,1730,2025-08-28 19:59:12
STK-002869,WH-IN-0541,PROD-00571,690,2025-08-21 19:59:12
STK-002870,WH-IN-0834,PROD-00166,1492,2025-08-01 19:59:12
STK-002871,WH-IN-0703,PROD-00265,1674,2025-08-18 19:59:12
STK-002872,WH-IN-0416,PROD-00172,371,2025-08-26 19:59:12
STK-002873,WH-IN-0071,PROD-00755,320,2025-08-02 19:59:12
STK-002874,WH-IN-0315,PROD-00860,283,2025-08-02 19:59:12
STK-002875,WH-IN-0941,PROD-00002,891,2025-08-18 19:59:12
STK-002876,WH-IN-0220,PROD-00885,1364,2025-08-21 19:59:12
STK-002877,WH-IN-0840,PROD-00878,1995,2025-07-31 19:59:12
STK-002878,WH-IN-0979,PROD-00115,918,2025-08-25 19:59:12
STK-002879,WH-IN-0468,PROD-00872,537,2025-08-29 19:59:12
STK-002880,WH-IN-0672,PROD-00590,203,2025-08-17 19:59:12
STK-002881,WH-IN-0170,PROD-00265,883,2025-08-20 19:59:12
STK-002882,WH-IN-0949,PROD-00068,1046,2025-08-22 19:59:12
STK-002883,WH-IN-0222,PROD-00652,878,2025-08-02 19:59:12
STK-002884,WH-IN-0097,PROD-00724,1985,2025-08-11 19:59:12
STK-002885,WH-IN-0082,PROD-00039,1186,2025-08-23 19:59:12
STK-002886,WH-IN-0851,PROD-00621,275,2025-08-10 19:59:12
STK-002887,WH-IN-0516,PROD-00713,905,2025-08-22 19:59:12
STK-002888,WH-IN-0636,PROD-00346,907,2025-08-12 19:59:12
STK-002889,WH-IN-0903,PROD-00610,749,2025-08-20 19:59:12
STK-002890,WH-IN-0393,PROD-00470,382,2025-08-01 19:59:12
STK-002891,WH-IN-0472,PROD-00646,1748,2025-07-31 19:59:12
STK-002892,WH-IN-0280,PROD-00844,1094,2025-08-05 19:59:12
STK-002893,WH-IN-0444,PROD-00899,230,2025-08-04 19:59:12
STK-002894,WH-IN-0455,PROD-00965,156,2025-08-10 19:59:12
STK-002895,WH-IN-0113,PROD-00538,786,2025-08-03 19:59:12
STK-002896,WH-IN-0124,PROD-00342,776,2025-08-18 19:59:12
STK-002897,WH-IN-0677,PROD-00626,1100,2025-08-14 19:59:12
STK-002898,WH-IN-0699,PROD-00013,1451,2025-08-16 19:59:12
STK-002899,WH-IN-0503,PROD-00062,349,2025-08-11 19:59:12
STK-002900,WH-IN-0435,PROD-00202,794,2025-08-09 19:59:12
STK-002901,WH-IN-0366,PROD-00242,1645,2025-08-18 19:59:12
STK-002902,WH-IN-0807,PROD-00927,923,2025-08-28 19:59:12
STK-002903,WH-IN-0578,PROD-00864,132,2025-08-27 19:59:12
STK-002904,WH-IN-0500,PROD-00485,275,2025-08-13 19:59:12
STK-002905,WH-IN-0050,PROD-00791,950,2025-08-16 19:59:12
STK-002906,WH-IN-0237,PROD-00588,801,2025-08-14 19:59:12
STK-002907,WH-IN-0363,PROD-00955,570,2025-08-21 19:59:12
STK-002908,WH-IN-0771,PROD-00642,860,2025-08-10 19:59:12
STK-002909,WH-IN-0407,PROD-00340,394,2025-08-05 19:59:12
STK-002910,WH-IN-0842,PROD-00656,748,2025-08-24 19:59:12
STK-002911,WH-IN-0883,PROD-00075,1524,2025-08-12 19:59:12
STK-002912,WH-IN-0303,PROD-00473,728,2025-08-16 19:59:12
STK-002913,WH-IN-0005,PROD-00523,538,2025-08-27 19:59:12
STK-002914,WH-IN-0877,PROD-00159,1494,2025-08-20 19:59:12
STK-002915,WH-IN-0914,PROD-00638,103,2025-08-18 19:59:12
STK-002916,WH-IN-0567,PROD-00484,789,2025-08-25 19:59:12
STK-002917,WH-IN-0305,PROD-00153,81,2025-08-03 19:59:12
STK-002918,WH-IN-0547,PROD-00480,283,2025-08-01 19:59:12
STK-002919,WH-IN-0589,PROD-00965,752,2025-07-31 19:59:12
STK-002920,WH-IN-0892,PROD-00630,938,2025-08-07 19:59:12
STK-002921,WH-IN-0895,PROD-00642,1584,2025-08-04 19:59:12
STK-002922,WH-IN-0718,PROD-00374,716,2025-08-13 19:59:12
STK-002923,WH-IN-0696,PROD-00572,1239,2025-08-03 19:59:12
STK-002924,WH-IN-0552,PROD-00669,1552,2025-08-10 19:59:12
STK-002925,WH-IN-0498,PROD-00498,91,2025-08-13 19:59:12
STK-002926,WH-IN-0184,PROD-00990,814,2025-08-19 19:59:12
STK-002927,WH-IN-0912,PROD-00865,1007,2025-08-25 19:59:12
STK-002928,WH-IN-0625,PROD-00926,1871,2025-08-19 19:59:12
STK-002929,WH-IN-0670,PROD-00062,78,2025-07-31 19:59:12
STK-002930,WH-IN-0515,PROD-00419,450,2025-08-02 19:59:12
STK-002931,WH-IN-0260,PROD-00420,728,2025-08-10 19:59:12
STK-002932,WH-IN-0292,PROD-00287,1302,2025-08-28 19:59:12
STK-002933,WH-IN-0894,PROD-00545,1412,2025-08-18 19:59:12
STK-002934,WH-IN-0706,PROD-00783,766,2025-08-12 19:59:12
STK-002935,WH-IN-0044,PROD-00215,2000,2025-08-23 19:59:12
STK-002936,WH-IN-0268,PROD-00645,950,2025-08-21 19:59:12
STK-002937,WH-IN-0893,PROD-00132,451,2025-08-14 19:59:12
STK-002938,WH-IN-0080,PROD-00273,945,2025-08-01 19:59:12
STK-002939,WH-IN-0928,PROD-00857,1532,2025-08-25 19:59:12
STK-002940,WH-IN-0639,PROD-00798,630,2025-08-25 19:59:12
STK-002941,WH-IN-0781,PROD-00778,501,2025-08-12 19:59:12
STK-002942,WH-IN-0072,PROD-00234,1208,2025-08-26 19:59:12
STK-002943,WH-IN-0362,PROD-00350,1722,2025-08-03 19:59:12
STK-002944,WH-IN-0542,PROD-00878,1672,2025-08-19 19:59:12
STK-002945,WH-IN-0611,PROD-00413,1175,2025-08-20 19:59:12
STK-002946,WH-IN-0426,PROD-00320,688,2025-08-03 19:59:12
STK-002947,WH-IN-0703,PROD-00944,1756,2025-08-04 19:59:12
STK-002948,WH-IN-0715,PROD-00484,316,2025-08-12 19:59:12
STK-002949,WH-IN-0685,PROD-00944,1182,2025-08-08 19:59:12
STK-002950,WH-IN-0032,PROD-00436,113,2025-08-17 19:59:12
STK-002951,WH-IN-0574,PROD-00404,665,2025-08-11 19:59:12
STK-002952,WH-IN-0620,PROD-00622,323,2025-08-22 19:59:12
STK-002953,WH-IN-0314,PROD-00296,1604,2025-08-07 19:59:12
STK-002954,WH-IN-0631,PROD-00792,1181,2025-08-26 19:59:12
STK-002955,WH-IN-0935,PROD-00718,1903,2025-08-21 19:59:12
STK-002956,WH-IN-0861,PROD-00352,922,2025-08-10 19:59:12
STK-002957,WH-IN-0294,PROD-00925,989,2025-08-16 19:59:12
STK-002958,WH-IN-0550,PROD-00996,1766,2025-08-13 19:59:12
STK-002959,WH-IN-0628,PROD-00466,1406,2025-08-20 19:59:12
STK-002960,WH-IN-0943,PROD-00520,329,2025-08-03 19:59:12
STK-002961,WH-IN-0275,PROD-00647,211,2025-08-12 19:59:12
STK-002962,WH-IN-0662,PROD-00127,1652,2025-07-31 19:59:12
STK-002963,WH-IN-0530,PROD-00554,1586,2025-08-28 19:59:12
STK-002964,WH-IN-0974,PROD-00276,1248,2025-08-28 19:59:12
STK-002965,WH-IN-0085,PROD-00030,507,2025-08-25 19:59:12
STK-002966,WH-IN-0382,PROD-00555,873,2025-08-22 19:59:12
STK-002967,WH-IN-0288,PROD-00821,793,2025-08-19 19:59:12
STK-002968,WH-IN-0238,PROD-00615,780,2025-08-17 19:59:12
STK-002969,WH-IN-0252,PROD-00194,1140,2025-08-06 19:59:12
STK-002970,WH-IN-0796,PROD-00363,1376,2025-08-08 19:59:12
STK-002971,WH-IN-0061,PROD-00711,439,2025-08-13 19:59:12
STK-002972,WH-IN-0030,PROD-00387,165,2025-08-19 19:59:12
STK-002973,WH-IN-0194,PROD-00183,1410,2025-08-20 19:59:12
STK-002974,WH-IN-0948,PROD-00406,1073,2025-08-29 19:59:12
STK-002975,WH-IN-0092,PROD-00835,390,2025-08-17 19:59:12
STK-002976,WH-IN-0910,PROD-00297,1110,2025-08-15 19:59:12
STK-002977,WH-IN-0767,PROD-00145,1303,2025-08-02 19:59:12
STK-002978,WH-IN-0329,PROD-00251,192,2025-08-22 19:59:12
STK-002979,WH-IN-0120,PROD-00511,728,2025-08-17 19:59:12
STK-002980,WH-IN-0253,PROD-00605,866,2025-08-04 19:59:12
STK-002981,WH-IN-0348,PROD-00489,1565,2025-08-29 19:59:12
STK-002982,WH-IN-0730,PROD-00079,1992,2025-08-17 19:59:12
STK-002983,WH-IN-0459,PROD-00838,1121,2025-08-10 19:59:12
STK-002984,WH-IN-0175,PROD-00772,1083,2025-08-15 19:59:12
STK-002985,WH-IN-0088,PROD-00891,247,2025-08-19 19:59:12
STK-002986,WH-IN-0787,PROD-00871,52,2025-08-28 19:59:12
STK-002987,WH-IN-0334,PROD-00766,1552,2025-08-15 19:59:12
STK-002988,WH-IN-0102,PROD-00378,1468,2025-08-08 19:59:12
STK-002989,WH-IN-0033,PROD-00627,1037,2025-08-07 19:59:12
STK-002990,WH-IN-0891,PROD-00747,188,2025-08-04 19:59:12
STK-002991,WH-IN-0120,PROD-00954,1653,2025-08-06 19:59:12
STK-002992,WH-IN-0656,PROD-00755,1275,2025-08-23 19:59:12
STK-002993,WH-IN-0426,PROD-00028,1440,2025-08-15 19:59:12
STK-002994,WH-IN-0085,PROD-00815,105,2025-08-15 19:59:12
STK-002995,WH-IN-0829,PROD-00931,1747,2025-08-04 19:59:12
STK-002996,WH-IN-0187,PROD-00944,1667,2025-08-05 19:59:12
STK-002997,WH-IN-0429,PROD-00620,173,2025-08-23 19:59:12
STK-002998,WH-IN-0426,PROD-00810,1562,2025-08-04 19:59:12
STK-002999,WH-IN-0891,PROD-00859,1779,2025-08-11 19:59:12
STK-003000,WH-IN-0618,PROD-00931,1287,2025-08-08 19:59:12
STK-003001,WH-IN-0690,PROD-00848,763,2025-08-02 19:59:12
STK-003002,WH-IN-0535,PROD-00563,78,2025-07-30 19:59:12
STK-003003,WH-IN-0813,PROD-00407,813,2025-08-14 19:59:12
STK-003004,WH-IN-0945,PROD-00143,1962,2025-08-03 19:59:12
STK-003005,WH-IN-0495,PROD-00652,593,2025-08-25 19:59:12
STK-003006,WH-IN-0724,PROD-00343,1879,2025-08-06 19:59:12
STK-003007,WH-IN-0129,PROD-00207,137,2025-08-10 19:59:12
STK-003008,WH-IN-0733,PROD-00618,116,2025-08-25 19:59:12
STK-003009,WH-IN-0051,PROD-00637,1583,2025-08-03 19:59:12
STK-003010,WH-IN-0829,PROD-00676,1203,2025-08-29 19:59:12
STK-003011,WH-IN-0279,PROD-00696,1409,2025-08-07 19:59:12
STK-003012,WH-IN-0067,PROD-00524,1389,2025-08-26 19:59:12
STK-003013,WH-IN-0195,PROD-00865,1774,2025-08-08 19:59:12
STK-003014,WH-IN-0454,PROD-00158,219,2025-08-28 19:59:12
STK-003015,WH-IN-0266,PROD-00980,1449,2025-07-31 19:59:12
STK-003016,WH-IN-0309,PROD-00198,346,2025-08-14 19:59:12
STK-003017,WH-IN-0477,PROD-00686,147,2025-08-02 19:59:12
STK-003018,WH-IN-0038,PROD-00145,1838,2025-08-01 19:59:12
STK-003019,WH-IN-0149,PROD-00058,187,2025-08-29 19:59:12
STK-003020,WH-IN-0085,PROD-00634,721,2025-08-03 19:59:12
STK-003021,WH-IN-0895,PROD-00247,1521,2025-08-28 19:59:12
STK-003022,WH-IN-0664,PROD-00959,849,2025-08-26 19:59:12
STK-003023,WH-IN-0141,PROD-00277,731,2025-08-04 19:59:12
STK-003024,WH-IN-0312,PROD-00571,1542,2025-08-14 19:59:12
STK-003025,WH-IN-0672,PROD-00435,1949,2025-08-15 19:59:12
STK-003026,WH-IN-0450,PROD-00146,551,2025-08-09 19:59:12
STK-003027,WH-IN-0762,PROD-00376,541,2025-08-22 19:59:12
STK-003028,WH-IN-0022,PROD-00569,1480,2025-08-19 19:59:12
STK-003029,WH-IN-0607,PROD-00154,101,2025-08-06 19:59:12
STK-003030,WH-IN-0240,PROD-00271,814,2025-08-28 19:59:12
STK-003031,WH-IN-0598,PROD-00124,843,2025-08-28 19:59:12
STK-003032,WH-IN-0528,PROD-00926,1528,2025-08-03 19:59:12
STK-003033,WH-IN-0883,PROD-00601,386,2025-08-22 19:59:12
STK-003034,WH-IN-0094,PROD-00208,1501,2025-08-15 19:59:12
STK-003035,WH-IN-0428,PROD-00644,1473,2025-08-11 19:59:12
STK-003036,WH-IN-0881,PROD-00456,149,2025-08-22 19:59:12
STK-003037,WH-IN-0955,PROD-00933,849,2025-08-14 19:59:12
STK-003038,WH-IN-0291,PROD-00476,1174,2025-08-02 19:59:12
STK-003039,WH-IN-0711,PROD-00322,449,2025-08-04 19:59:12
STK-003040,WH-IN-0222,PROD-00693,998,2025-08-16 19:59:12
STK-003041,WH-IN-0215,PROD-00290,409,2025-08-19 19:59:12
STK-003042,WH-IN-0724,PROD-00467,689,2025-08-25 19:59:12
STK-003043,WH-IN-0908,PROD-00688,110,2025-08-29 19:59:12
STK-003044,WH-IN-0815,PROD-00350,232,2025-08-07 19:59:12
STK-003045,WH-IN-0850,PROD-00424,725,2025-08-27 19:59:12
STK-003046,WH-IN-0260,PROD-00685,1900,2025-08-19 19:59:12
STK-003047,WH-IN-0702,PROD-00497,535,2025-08-03 19:59:12
STK-003048,WH-IN-0091,PROD-00707,1578,2025-08-22 19:59:12
STK-003049,WH-IN-0828,PROD-00329,1497,2025-08-13 19:59:12
STK-003050,WH-IN-0033,PROD-00079,1534,2025-08-11 19:59:12
STK-003051,WH-IN-0267,PROD-00965,1058,2025-08-04 19:59:12
STK-003052,WH-IN-0976,PROD-00020,1608,2025-08-14 19:59:12
STK-003053,WH-IN-0774,PROD-00091,936,2025-08-28 19:59:12
STK-003054,WH-IN-0465,PROD-00359,1,2025-08-08 19:59:12
STK-003055,WH-IN-0115,PROD-00714,81,2025-08-24 19:59:12
STK-003056,WH-IN-0851,PROD-00516,321,2025-08-17 19:59:12
STK-003057,WH-IN-0981,PROD-00016,1905,2025-08-18 19:59:12
STK-003058,WH-IN-0819,PROD-00804,1630,2025-07-30 19:59:12
STK-003059,WH-IN-0929,PROD-00873,661,2025-07-31 19:59:12
STK-003060,WH-IN-0782,PROD-00921,1546,2025-08-08 19:59:12
STK-003061,WH-IN-0762,PROD-00202,1421,2025-08-11 19:59:12
STK-003062,WH-IN-0038,PROD-00603,1952,2025-08-07 19:59:12
STK-003063,WH-IN-0751,PROD-00330,385,2025-08-20 19:59:12
STK-003064,WH-IN-0004,PROD-00580,596,2025-08-16 19:59:12
STK-003065,WH-IN-0276,PROD-00020,1451,2025-08-28 19:59:12
STK-003066,WH-IN-0638,PROD-00502,844,2025-08-11 19:59:12
STK-003067,WH-IN-0585,PROD-00434,742,2025-08-02 19:59:12
STK-003068,WH-IN-0034,PROD-00670,1882,2025-08-28 19:59:12
STK-003069,WH-IN-0535,PROD-00006,305,2025-08-03 19:59:12
STK-003070,WH-IN-0889,PROD-00325,1138,2025-08-01 19:59:12
STK-003071,WH-IN-0592,PROD-00746,1020,2025-08-06 19:59:12
STK-003072,WH-IN-0597,PROD-00878,1566,2025-08-24 19:59:12
STK-003073,WH-IN-0935,PROD-00759,335,2025-08-08 19:59:12
STK-003074,WH-IN-0356,PROD-00333,676,2025-08-17 19:59:12
STK-003075,WH-IN-0373,PROD-00050,1573,2025-08-20 19:59:12
STK-003076,WH-IN-0115,PROD-00730,1243,2025-08-11 19:59:12
STK-003077,WH-IN-0910,PROD-00534,1178,2025-07-31 19:59:12
STK-003078,WH-IN-0239,PROD-00453,954,2025-08-27 19:59:12
STK-003079,WH-IN-0661,PROD-00134,765,2025-08-07 19:59:12
STK-003080,WH-IN-0056,PROD-00655,163,2025-08-10 19:59:12
STK-003081,WH-IN-0338,PROD-00295,764,2025-08-05 19:59:12
STK-003082,WH-IN-0126,PROD-00866,851,2025-08-23 19:59:12
STK-003083,WH-IN-0204,PROD-00020,1250,2025-08-26 19:59:12
STK-003084,WH-IN-0515,PROD-00792,1689,2025-08-29 19:59:12
STK-003085,WH-IN-0223,PROD-00624,466,2025-08-20 19:59:12
STK-003086,WH-IN-0577,PROD-00742,421,2025-08-04 19:59:12
STK-003087,WH-IN-0775,PROD-00577,1712,2025-08-03 19:59:12
STK-003088,WH-IN-0180,PROD-00342,199,2025-08-09 19:59:12
STK-003089,WH-IN-0188,PROD-00509,685,2025-08-03 19:59:12
STK-003090,WH-IN-0785,PROD-00200,643,2025-08-02 19:59:12
STK-003091,WH-IN-0046,PROD-00885,812,2025-08-13 19:59:12
STK-003092,WH-IN-0077,PROD-00892,1199,2025-08-29 19:59:12
STK-003093,WH-IN-0048,PROD-00089,1065,2025-08-01 19:59:12
STK-003094,WH-IN-0289,PROD-00249,763,2025-08-28 19:59:12
STK-003095,WH-IN-0163,PROD-00824,1081,2025-08-16 19:59:12
STK-003096,WH-IN-0819,PROD-00020,1466,2025-08-06 19:59:12
STK-003097,WH-IN-0059,PROD-00604,1978,2025-08-15 19:59:12
STK-003098,WH-IN-0094,PROD-00849,455,2025-08-14 19:59:12
STK-003099,WH-IN-0630,PROD-00222,136,2025-08-08 19:59:12
STK-003100,WH-IN-0226,PROD-00910,1393,2025-08-07 19:59:12
STK-003101,WH-IN-0362,PROD-00570,1800,2025-08-25 19:59:12
STK-003102,WH-IN-0275,PROD-00942,900,2025-08-23 19:59:12
STK-003103,WH-IN-0469,PROD-00654,1045,2025-08-25 19:59:12
STK-003104,WH-IN-0719,PROD-00386,933,2025-08-16 19:59:12
STK-003105,WH-IN-0785,PROD-00171,1640,2025-07-31 19:59:12
STK-003106,WH-IN-0139,PROD-00300,1907,2025-08-17 19:59:12
STK-003107,WH-IN-0582,PROD-00701,928,2025-08-20 19:59:12
STK-003108,WH-IN-0735,PROD-00185,980,2025-08-03 19:59:12
STK-003109,WH-IN-0907,PROD-00984,1459,2025-08-24 19:59:12
STK-003110,WH-IN-0461,PROD-00496,1757,2025-07-30 19:59:12
STK-003111,WH-IN-0528,PROD-00899,440,2025-08-05 19:59:12
STK-003112,WH-IN-0601,PROD-00955,1066,2025-08-09 19:59:12
STK-003113,WH-IN-0254,PROD-00105,1624,2025-08-16 19:59:12
STK-003114,WH-IN-0306,PROD-00812,755,2025-08-24 19:59:12
STK-003115,WH-IN-0497,PROD-00699,1232,2025-08-16 19:59:12
STK-003116,WH-IN-0706,PROD-00246,1840,2025-08-21 19:59:12
STK-003117,WH-IN-0511,PROD-00680,100,2025-08-19 19:59:12
STK-003118,WH-IN-0022,PROD-00637,592,2025-08-04 19:59:12
STK-003119,WH-IN-0470,PROD-00693,314,2025-08-12 19:59:12
STK-003120,WH-IN-0440,PROD-00004,1001,2025-08-09 19:59:12
STK-003121,WH-IN-0121,PROD-00660,1849,2025-08-02 19:59:12
STK-003122,WH-IN-0983,PROD-00512,1251,2025-08-07 19:59:12
STK-003123,WH-IN-0326,PROD-00982,1842,2025-08-18 19:59:12
STK-003124,WH-IN-0990,PROD-00836,1335,2025-08-04 19:59:12
STK-003125,WH-IN-0461,PROD-00882,690,2025-08-19 19:59:12
STK-003126,WH-IN-0560,PROD-00641,1110,2025-08-07 19:59:12
STK-003127,WH-IN-0826,PROD-00521,1482,2025-08-08 19:59:12
STK-003128,WH-IN-0667,PROD-00207,949,2025-08-01 19:59:12
STK-003129,WH-IN-0157,PROD-00094,1954,2025-08-21 19:59:12
STK-003130,WH-IN-0539,PROD-00249,1026,2025-08-26 19:59:12
STK-003131,WH-IN-0841,PROD-00620,1129,2025-08-17 19:59:12
STK-003132,WH-IN-0725,PROD-00249,665,2025-08-21 19:59:12
STK-003133,WH-IN-0504,PROD-00043,622,2025-08-06 19:59:12
STK-003134,WH-IN-0574,PROD-00721,84,2025-08-04 19:59:12
STK-003135,WH-IN-0981,PROD-00143,987,2025-08-05 19:59:12
STK-003136,WH-IN-0171,PROD-00356,1109,2025-08-18 19:59:12
STK-003137,WH-IN-0045,PROD-00082,737,2025-08-13 19:59:12
STK-003138,WH-IN-0751,PROD-00083,1622,2025-08-18 19:59:12
STK-003139,WH-IN-0477,PROD-00321,1981,2025-08-29 19:59:12
STK-003140,WH-IN-0060,PROD-00702,1515,2025-08-21 19:59:12
STK-003141,WH-IN-0586,PROD-00685,248,2025-08-25 19:59:12
STK-003142,WH-IN-0284,PROD-00162,1876,2025-08-18 19:59:12
STK-003143,WH-IN-0158,PROD-00890,1294,2025-08-28 19:59:12
STK-003144,WH-IN-0938,PROD-00573,724,2025-08-18 19:59:12
