forecast_id,city_name,forecast_timestamp,report_generated_at,condition,temperature_celsius,humidity_percent,wind_speed_kph,visibility_km,precipitation_mm_per_hour,warnings_advisories
WTHR-0005629,Navi Mumbai,2025-08-31 07:59:13,2025-08-29 19:04:13,Heavy rain,36.8,84,27.7,8.8,2.5,None
WTHR-0005630,Delhi,2025-08-30 20:59:13,2025-08-29 19:45:13,Partly cloudy,6.9,30,15.1,10.4,0.0,None
WTHR-0005631,Imphal,2025-08-31 18:59:13,2025-08-29 19:24:13,Light rain,40.0,96,17.7,15.7,2.2,None
WTHR-0005632,Maheshtala,2025-08-31 08:59:13,2025-08-29 19:59:13,Heavy rain,21.8,57,44.0,8.5,8.1,Heavy Rain Warning
WTHR-0005633,Madurai,2025-08-30 07:59:13,2025-08-29 19:14:13,Haze,17.4,86,42.1,1.0,0.0,Fog Advisory
WTHR-0005634,Bhilwara,2025-08-30 23:59:13,2025-08-29 19:50:13,Thunderstorms,22.2,30,24.5,1.7,5.3,Heavy Rain Warning
WTHR-0005635,Ulhasnagar,2025-09-01 08:59:13,2025-08-29 19:25:13,Heavy rain,6.6,91,8.8,3.1,11.2,Heavy Rain Warning
WTHR-0005636,Vadodara,2025-08-30 02:59:13,2025-08-29 19:16:13,Light rain,40.2,78,28.9,6.3,4.1,Heat Wave Alert
WTHR-0005637,Ahmedabad,2025-08-30 02:59:13,2025-08-29 19:16:13,Light rain,21.3,46,34.3,3.1,0.1,None
WTHR-0005638,Anand,2025-08-30 01:59:13,2025-08-29 19:50:13,Cloudy,37.0,74,21.2,7.6,0.0,None
WTHR-0005639,Haridwar,2025-08-29 23:59:13,2025-08-29 19:16:13,Heavy rain,15.4,35,33.4,5.6,19.6,Heavy Rain Warning
WTHR-0005640,Motihari,2025-09-01 11:59:13,2025-08-29 19:32:13,Cloudy,31.7,36,25.8,8.0,0.0,None
WTHR-0005641,Madhyamgram,2025-08-31 12:59:13,2025-08-29 19:27:13,Thunderstorms,21.9,83,28.9,3.0,2.1,None
WTHR-0005642,Gwalior,2025-08-31 21:59:13,2025-08-29 19:20:13,Heavy rain,7.2,37,30.7,2.2,17.4,Heavy Rain Warning
WTHR-0005643,Hospet,2025-08-31 15:59:13,2025-08-29 19:19:13,Partly cloudy,23.0,85,36.8,1.5,0.0,None
WTHR-0005644,Phagwara,2025-08-31 21:59:13,2025-08-29 19:47:13,Thunderstorms,9.1,55,37.4,9.8,11.1,Heavy Rain Warning
WTHR-0005645,Guna,2025-09-01 11:59:13,2025-08-29 19:19:13,Partly cloudy,31.7,67,40.8,5.6,0.0,None
WTHR-0005646,Tiruchirappalli,2025-08-31 12:59:13,2025-08-29 19:23:13,Light rain,38.8,69,45.2,17.2,14.9,Heavy Rain Warning
WTHR-0005647,Bardhaman,2025-08-30 00:59:13,2025-08-29 19:30:13,Cloudy,21.6,70,24.3,1.4,0.0,None
WTHR-0005648,Kanpur,2025-08-31 09:59:13,2025-08-29 19:53:13,Light rain,26.4,83,22.9,12.7,12.9,Heavy Rain Warning
WTHR-0005649,Madhyamgram,2025-08-30 15:59:13,2025-08-29 19:01:13,Thunderstorms,39.6,94,17.4,17.1,17.8,Heavy Rain Warning
WTHR-0005650,Asansol,2025-08-30 21:59:13,2025-08-29 19:23:13,Partly cloudy,42.5,32,3.0,5.5,0.0,Heat Wave Alert
WTHR-0005651,Madanapalle,2025-08-30 16:59:13,2025-08-29 19:00:13,Partly cloudy,25.4,30,46.0,6.3,0.0,None
WTHR-0005652,Guntur,2025-08-31 17:59:13,2025-08-29 19:52:13,Light rain,10.2,76,33.9,2.8,3.3,None
WTHR-0005653,Fatehpur,2025-08-30 09:59:13,2025-08-29 19:21:13,Thunderstorms,42.5,49,10.9,18.9,13.1,Heavy Rain Warning
WTHR-0005654,Raebareli,2025-08-31 03:59:13,2025-08-29 19:50:13,Partly cloudy,33.0,42,43.0,0.4,0.0,None
WTHR-0005655,Tenali,2025-08-31 15:59:13,2025-08-29 19:48:13,Fog,26.9,49,11.3,1.1,0.0,Fog Advisory
WTHR-0005656,Berhampore,2025-08-30 17:59:13,2025-08-29 19:54:13,Clear skies,35.9,56,29.3,11.1,0.0,None
WTHR-0005657,Anantapur,2025-08-31 22:59:13,2025-08-29 19:14:13,Partly cloudy,39.3,59,46.2,0.1,0.0,None
WTHR-0005658,Shimoga,2025-09-01 00:59:13,2025-08-29 19:03:13,Partly cloudy,20.2,94,4.6,19.8,0.0,None
WTHR-0005659,Tiruvottiyur,2025-09-01 12:59:13,2025-08-29 19:54:13,Partly cloudy,19.4,50,45.5,15.5,0.0,None
WTHR-0005660,Nandyal,2025-08-30 18:59:13,2025-08-29 19:21:13,Thunderstorms,17.7,32,19.7,9.2,1.4,None
WTHR-0005661,Ludhiana,2025-08-30 19:59:13,2025-08-29 19:11:13,Clear skies,16.2,71,17.8,5.0,0.0,None
WTHR-0005662,Naihati,2025-08-31 13:59:13,2025-08-29 19:02:13,Heavy rain,33.7,100,14.8,4.5,15.0,Heavy Rain Warning
WTHR-0005663,Thanjavur,2025-08-31 01:59:13,2025-08-29 19:41:13,Cloudy,32.4,97,23.6,13.7,0.0,None
WTHR-0005664,Narasaraopet,2025-08-31 23:59:13,2025-08-29 18:59:13,Clear skies,20.1,100,0.4,1.6,0.0,None
WTHR-0005665,Nadiad,2025-09-01 02:59:13,2025-08-29 19:41:13,Clear skies,45.0,83,31.0,13.6,0.0,Heat Wave Alert
WTHR-0005666,Jalna,2025-08-29 19:59:13,2025-08-29 19:03:13,Light rain,31.7,95,36.6,18.4,6.2,Heavy Rain Warning
WTHR-0005667,Narasaraopet,2025-08-30 12:59:13,2025-08-29 19:40:13,Cloudy,38.7,65,31.7,13.8,0.0,None
WTHR-0005668,Junagadh,2025-09-01 12:59:13,2025-08-29 19:21:13,Partly cloudy,20.0,98,38.3,18.6,0.0,None
WTHR-0005669,Vijayawada,2025-09-01 19:59:13,2025-08-29 19:05:13,Cloudy,42.2,100,21.9,0.6,0.0,Heat Wave Alert
WTHR-0005670,Madanapalle,2025-08-31 03:59:13,2025-08-29 19:48:13,Light rain,12.4,68,3.6,16.1,3.8,None
WTHR-0005671,Chandigarh,2025-08-30 03:59:13,2025-08-29 19:25:13,Clear skies,32.5,52,24.2,18.0,0.0,None
WTHR-0005672,Tiruvottiyur,2025-08-31 04:59:13,2025-08-29 19:03:13,Clear skies,38.1,67,35.7,16.3,0.0,None
WTHR-0005673,Mehsana,2025-08-31 23:59:13,2025-08-29 19:48:13,Heavy rain,26.7,75,20.5,11.2,11.5,Heavy Rain Warning
WTHR-0005674,Davanagere,2025-08-29 20:59:13,2025-08-29 19:40:13,Cloudy,13.5,61,34.0,2.0,0.0,None
WTHR-0005675,Korba,2025-09-01 03:59:13,2025-08-29 19:09:13,Light rain,29.6,90,45.9,1.7,19.5,Heavy Rain Warning
WTHR-0005676,Jammu,2025-09-01 02:59:13,2025-08-29 19:00:13,Heavy rain,26.1,86,16.1,8.5,18.4,Heavy Rain Warning
WTHR-0005677,Ajmer,2025-08-30 18:59:13,2025-08-29 19:38:13,Partly cloudy,9.6,35,10.4,4.0,0.0,None
WTHR-0005678,Jammu,2025-09-01 18:59:13,2025-08-29 19:00:13,Partly cloudy,7.2,80,34.8,19.5,0.0,None
WTHR-0005679,Bijapur,2025-09-01 08:59:13,2025-08-29 19:02:13,Partly cloudy,42.1,70,17.9,9.4,0.0,Heat Wave Alert
WTHR-0005680,Sagar,2025-08-30 00:59:13,2025-08-29 19:44:13,Light rain,44.3,86,41.6,5.7,0.7,Heat Wave Alert
WTHR-0005681,Vasai-Virar,2025-08-31 09:59:13,2025-08-29 19:45:13,Haze,27.3,76,39.8,1.0,0.0,Fog Advisory
WTHR-0005682,Saharsa,2025-08-31 06:59:13,2025-08-29 19:28:13,Haze,23.9,50,40.8,0.7,0.0,Fog Advisory
WTHR-0005683,Jalna,2025-08-31 17:59:13,2025-08-29 19:08:13,Light rain,25.2,37,15.7,4.3,7.0,Heavy Rain Warning
WTHR-0005684,Jodhpur,2025-08-31 15:59:13,2025-08-29 19:32:13,Thunderstorms,21.7,71,32.5,6.4,16.5,Heavy Rain Warning
WTHR-0005685,Thrissur,2025-08-31 16:59:13,2025-08-29 19:37:13,Light rain,22.5,62,1.2,3.8,15.6,Heavy Rain Warning
WTHR-0005686,Jalna,2025-08-30 17:59:13,2025-08-29 19:54:13,Heavy rain,19.1,56,10.4,4.6,12.7,Heavy Rain Warning
WTHR-0005687,Coimbatore,2025-08-30 17:59:13,2025-08-29 19:49:13,Light rain,14.2,71,49.9,4.7,13.4,Heavy Rain Warning
WTHR-0005688,Jalgaon,2025-08-31 09:59:13,2025-08-29 19:56:13,Partly cloudy,21.7,61,7.7,2.2,0.0,None
WTHR-0005689,Burhanpur,2025-08-30 10:59:13,2025-08-29 19:41:13,Clear skies,6.5,47,5.8,18.3,0.0,None
WTHR-0005690,Chandrapur,2025-08-30 06:59:13,2025-08-29 19:46:13,Clear skies,26.9,42,13.4,3.2,0.0,None
WTHR-0005691,Bulandshahr,2025-08-30 15:59:13,2025-08-29 19:32:13,Partly cloudy,40.9,71,12.7,2.2,0.0,Heat Wave Alert
WTHR-0005692,Katni,2025-09-01 10:59:13,2025-08-29 19:45:13,Heavy rain,23.4,68,19.6,19.3,8.6,Heavy Rain Warning
WTHR-0005693,Bettiah,2025-09-01 17:59:13,2025-08-29 19:08:13,Cloudy,32.4,62,29.3,4.5,0.0,None
WTHR-0005694,Khora ,2025-08-30 04:59:13,2025-08-29 19:29:13,Thunderstorms,27.3,92,24.5,7.2,18.8,Heavy Rain Warning
WTHR-0005695,Buxar,2025-08-30 13:59:13,2025-08-29 19:02:13,Thunderstorms,42.5,67,1.3,16.5,14.6,Heavy Rain Warning
WTHR-0005696,Miryalaguda,2025-08-30 05:59:13,2025-08-29 19:52:13,Clear skies,14.5,38,1.3,1.3,0.0,None
WTHR-0005697,Amravati,2025-09-01 02:59:13,2025-08-29 19:03:13,Partly cloudy,20.4,40,2.8,18.1,0.0,None
WTHR-0005698,Dharmavaram,2025-09-01 19:59:13,2025-08-29 19:23:13,Cloudy,36.4,48,30.2,19.7,0.0,None
WTHR-0005699,Pune,2025-08-31 04:59:13,2025-08-29 19:17:13,Partly cloudy,34.8,95,28.6,3.9,0.0,None
WTHR-0005700,Amroha,2025-09-01 06:59:13,2025-08-29 19:51:13,Heavy rain,21.0,66,14.9,14.2,3.0,None
WTHR-0005701,Visakhapatnam,2025-08-30 15:59:13,2025-08-29 19:50:13,Thunderstorms,19.0,66,22.9,5.4,2.2,None
WTHR-0005702,Morbi,2025-08-31 06:59:13,2025-08-29 19:18:13,Clear skies,28.4,78,30.1,7.0,0.0,None
WTHR-0005703,Berhampur,2025-08-31 18:59:13,2025-08-29 19:23:13,Partly cloudy,26.8,44,43.0,5.5,0.0,None
WTHR-0005704,Jamalpur,2025-08-31 13:59:13,2025-08-29 19:39:13,Cloudy,44.7,63,8.0,14.5,0.0,Heat Wave Alert
WTHR-0005705,Panvel,2025-08-30 15:59:13,2025-08-29 19:58:13,Thunderstorms,34.9,69,7.9,2.7,4.3,None
WTHR-0005706,Gulbarga,2025-08-31 22:59:13,2025-08-29 19:37:13,Clear skies,31.9,94,11.0,2.9,0.0,None
WTHR-0005707,Udaipur,2025-09-01 11:59:13,2025-08-29 19:20:13,Thunderstorms,36.0,34,29.0,12.5,11.4,Heavy Rain Warning
WTHR-0005708,Pune,2025-08-30 16:59:13,2025-08-29 19:48:13,Light rain,18.6,37,16.0,14.2,11.5,Heavy Rain Warning
WTHR-0005709,Phagwara,2025-08-31 18:59:13,2025-08-29 19:08:13,Thunderstorms,44.0,81,32.0,0.9,14.7,Heavy Rain Warning
WTHR-0005710,Gudivada,2025-08-29 21:59:13,2025-08-29 19:38:13,Light rain,37.3,52,21.2,4.6,4.4,None
WTHR-0005711,Hubli–Dharwad,2025-08-31 17:59:13,2025-08-29 18:59:13,Heavy rain,6.5,75,6.0,1.3,1.8,None
WTHR-0005712,Kollam,2025-09-01 16:59:13,2025-08-29 19:18:13,Partly cloudy,38.8,74,39.6,14.2,0.0,None
WTHR-0005713,Kota,2025-08-29 23:59:13,2025-08-29 19:45:13,Heavy rain,11.1,34,2.2,13.9,17.3,Heavy Rain Warning
WTHR-0005714,Visakhapatnam,2025-09-01 14:59:13,2025-08-29 19:14:13,Partly cloudy,5.5,56,31.3,4.7,0.0,None
WTHR-0005715,Ludhiana,2025-08-31 20:59:13,2025-08-29 19:13:13,Partly cloudy,10.5,48,35.1,9.7,0.0,None
WTHR-0005716,Amaravati,2025-08-31 05:59:13,2025-08-29 19:40:13,Clear skies,36.0,92,42.4,4.5,0.0,None
WTHR-0005717,Dhanbad,2025-08-30 19:59:13,2025-08-29 19:15:13,Heavy rain,33.4,100,25.6,6.6,20.0,Heavy Rain Warning
WTHR-0005718,Bharatpur,2025-09-01 07:59:13,2025-08-29 19:05:13,Partly cloudy,6.3,66,7.3,14.7,0.0,None
WTHR-0005719,Anantapuram,2025-08-29 21:59:13,2025-08-29 19:41:13,Heavy rain,32.6,78,13.7,1.6,11.5,Heavy Rain Warning
WTHR-0005720,Gandhidham,2025-09-01 06:59:13,2025-08-29 19:07:13,Partly cloudy,30.4,32,23.3,19.8,0.0,None
WTHR-0005721,Madhyamgram,2025-08-30 08:59:13,2025-08-29 19:56:13,Partly cloudy,6.9,47,43.9,10.9,0.0,None
WTHR-0005722,Tadepalligudem,2025-08-30 10:59:13,2025-08-29 19:51:13,Heavy rain,9.2,73,22.4,2.7,14.8,Heavy Rain Warning
WTHR-0005723,Pudukkottai,2025-08-31 15:59:13,2025-08-29 19:59:13,Clear skies,8.5,38,6.6,4.7,0.0,None
WTHR-0005724,Guwahati,2025-08-30 00:59:13,2025-08-29 19:46:13,Heavy rain,17.4,43,46.6,12.2,9.9,Heavy Rain Warning
WTHR-0005725,Indore,2025-08-31 01:59:13,2025-08-29 19:38:13,Partly cloudy,42.0,80,14.5,3.8,0.0,Heat Wave Alert
WTHR-0005726,Kollam,2025-08-31 06:59:13,2025-08-29 19:42:13,Thunderstorms,14.6,57,25.6,8.3,10.2,Heavy Rain Warning
WTHR-0005727,Guntur,2025-08-30 08:59:13,2025-08-29 19:16:13,Cloudy,28.2,88,0.1,14.5,0.0,None
WTHR-0005728,Jalandhar,2025-09-01 13:59:13,2025-08-29 19:44:13,Fog,42.8,57,24.7,1.6,0.0,Fog Advisory
WTHR-0005729,Jabalpur,2025-09-01 10:59:13,2025-08-29 19:07:13,Fog,43.0,33,12.8,1.3,0.0,Fog Advisory
WTHR-0005730,Mumbai,2025-08-31 09:59:13,2025-08-29 19:40:13,Partly cloudy,24.8,44,17.1,2.5,0.0,None
WTHR-0005731,Jehanabad,2025-08-30 15:59:13,2025-08-29 19:46:13,Fog,8.3,59,9.9,0.2,0.0,Fog Advisory
WTHR-0005732,Vijayawada,2025-08-30 06:59:13,2025-08-29 19:13:13,Fog,28.1,71,19.4,1.6,0.0,Fog Advisory
WTHR-0005733,Ramgarh,2025-08-30 23:59:13,2025-08-29 19:43:13,Partly cloudy,11.1,96,22.0,1.0,0.0,None
WTHR-0005734,Giridih,2025-08-31 13:59:13,2025-08-29 19:36:13,Thunderstorms,27.3,98,23.6,18.0,12.7,Heavy Rain Warning
WTHR-0005735,Warangal,2025-08-30 01:59:13,2025-08-29 19:44:13,Light rain,35.0,34,23.9,14.2,2.7,None
WTHR-0005736,Tinsukia,2025-08-30 04:59:13,2025-08-29 19:30:13,Fog,39.6,100,8.3,1.9,0.0,Fog Advisory
WTHR-0005737,Sasaram,2025-09-01 04:59:13,2025-08-29 19:44:13,Cloudy,23.1,35,18.4,16.4,0.0,None
WTHR-0005738,Amaravati,2025-08-30 13:59:13,2025-08-29 19:53:13,Cloudy,36.0,66,23.0,16.2,0.0,None
WTHR-0005739,Katihar,2025-09-01 04:59:13,2025-08-29 19:20:13,Clear skies,29.4,96,41.7,4.4,0.0,None
WTHR-0005740,Panipat,2025-09-01 14:59:13,2025-08-29 19:04:13,Partly cloudy,39.5,65,4.7,10.0,0.0,None
WTHR-0005741,Kirari Suleman Nagar,2025-08-30 06:59:13,2025-08-29 19:58:13,Partly cloudy,27.1,70,0.5,18.4,0.0,None
WTHR-0005742,Tezpur,2025-08-31 06:59:13,2025-08-29 19:30:13,Clear skies,8.7,40,21.0,9.6,0.0,None
WTHR-0005743,Kakinada,2025-08-31 23:59:13,2025-08-29 19:21:13,Heavy rain,5.7,38,38.2,19.2,9.6,Heavy Rain Warning
WTHR-0005744,Karnal,2025-08-31 19:59:13,2025-08-29 19:06:13,Clear skies,35.0,74,8.3,5.4,0.0,None
WTHR-0005745,Hubli–Dharwad,2025-08-31 00:59:13,2025-08-29 19:59:13,Clear skies,31.6,88,26.1,7.5,0.0,None
WTHR-0005746,Aurangabad,2025-08-31 09:59:13,2025-08-29 19:14:13,Clear skies,36.4,99,10.9,2.5,0.0,None
WTHR-0005747,Ujjain,2025-09-01 16:59:13,2025-08-29 19:15:13,Clear skies,27.8,65,24.5,18.8,0.0,None
WTHR-0005748,Bathinda,2025-08-29 22:59:13,2025-08-29 19:24:13,Partly cloudy,9.4,53,44.3,8.4,0.0,None
WTHR-0005749,Tirunelveli,2025-09-01 00:59:13,2025-08-29 19:26:13,Fog,26.7,54,1.9,0.6,0.0,Fog Advisory
WTHR-0005750,Jammu,2025-09-01 07:59:13,2025-08-29 19:11:13,Cloudy,28.4,43,9.1,11.1,0.0,None
WTHR-0005751,Serampore,2025-08-30 09:59:13,2025-08-29 19:40:13,Cloudy,32.8,89,22.0,5.8,0.0,None
WTHR-0005752,Panchkula,2025-08-29 21:59:13,2025-08-29 19:04:13,Haze,15.8,69,36.1,0.5,0.0,Fog Advisory
WTHR-0005753,Bathinda,2025-09-01 13:59:13,2025-08-29 19:08:13,Light rain,21.3,87,18.1,17.4,12.5,Heavy Rain Warning
WTHR-0005754,Muzaffarnagar,2025-09-01 13:59:13,2025-08-29 19:16:13,Clear skies,41.5,30,17.4,12.4,0.0,Heat Wave Alert
WTHR-0005755,Tinsukia,2025-09-01 02:59:13,2025-08-29 19:44:13,Clear skies,29.7,58,42.5,3.6,0.0,None
WTHR-0005756,Hajipur,2025-08-31 17:59:13,2025-08-29 19:52:13,Light rain,26.6,63,4.2,19.7,1.6,None
WTHR-0005757,Panchkula,2025-08-30 17:59:13,2025-08-29 19:07:13,Partly cloudy,29.6,44,1.9,19.7,0.0,None
WTHR-0005758,Anantapur,2025-08-31 21:59:13,2025-08-29 19:16:13,Partly cloudy,17.1,48,24.5,8.1,0.0,None
WTHR-0005759,Vadodara,2025-08-31 20:59:13,2025-08-29 19:24:13,Snow,28.2,93,23.3,13.1,0.0,None
WTHR-0005760,Bidar,2025-08-29 19:59:13,2025-08-29 19:16:13,Cloudy,26.8,70,32.4,14.7,0.0,None
WTHR-0005761,Ambarnath,2025-08-31 17:59:13,2025-08-29 19:03:13,Clear skies,38.8,56,19.6,8.3,0.0,None
WTHR-0005762,Bhind,2025-08-29 21:59:13,2025-08-29 19:10:13,Partly cloudy,7.0,99,21.4,6.4,0.0,None
WTHR-0005763,Hospet,2025-08-30 15:59:13,2025-08-29 19:05:13,Light rain,6.0,59,20.6,9.8,3.5,None
WTHR-0005764,Aurangabad,2025-08-30 13:59:13,2025-08-29 19:37:13,Light rain,24.5,33,12.9,12.3,2.5,None
WTHR-0005765,Yamunanagar,2025-08-30 13:59:13,2025-08-29 19:03:13,Clear skies,8.7,53,45.2,0.5,0.0,None
WTHR-0005766,Sri Ganganagar,2025-08-31 17:59:13,2025-08-29 19:24:13,Partly cloudy,23.9,100,19.4,12.8,0.0,None
WTHR-0005767,Kochi,2025-08-29 23:59:13,2025-08-29 19:48:13,Partly cloudy,42.3,92,25.3,19.0,0.0,Heat Wave Alert
WTHR-0005768,Fatehpur,2025-08-31 11:59:13,2025-08-29 19:08:13,Thunderstorms,20.6,87,41.8,19.1,1.6,None
WTHR-0005769,Nagaon,2025-09-01 09:59:13,2025-08-29 19:16:13,Fog,12.9,53,27.5,1.7,0.0,Fog Advisory
WTHR-0005770,Rewa,2025-08-31 05:59:13,2025-08-29 19:12:13,Partly cloudy,19.7,90,41.5,10.6,0.0,None
WTHR-0005771,Ghaziabad,2025-09-01 00:59:13,2025-08-29 19:01:13,Clear skies,31.9,66,9.0,3.4,0.0,None
WTHR-0005772,Bokaro,2025-09-01 15:59:13,2025-08-29 19:06:13,Heavy rain,14.3,71,20.4,8.5,6.7,Heavy Rain Warning
WTHR-0005773,Sambalpur,2025-08-31 21:59:13,2025-08-29 19:04:13,Heavy rain,16.5,43,33.4,1.5,9.8,Heavy Rain Warning
WTHR-0005774,Mumbai,2025-09-01 04:59:13,2025-08-29 19:44:13,Light rain,30.5,32,1.1,9.4,14.3,Heavy Rain Warning
WTHR-0005775,Sonipat,2025-08-31 23:59:13,2025-08-29 19:16:13,Thunderstorms,22.3,99,34.2,3.3,12.0,Heavy Rain Warning
WTHR-0005776,Delhi,2025-09-01 08:59:13,2025-08-29 19:12:13,Cloudy,17.6,52,29.4,6.2,0.0,None
WTHR-0005777,Mau,2025-09-01 04:59:13,2025-08-29 19:57:13,Light rain,24.4,40,36.9,19.8,18.3,Heavy Rain Warning
WTHR-0005778,Vasai-Virar,2025-08-30 20:59:13,2025-08-29 19:43:13,Heavy rain,26.8,41,9.6,18.3,3.1,None
WTHR-0005779,Bally,2025-09-01 04:59:13,2025-08-29 19:39:13,Light rain,26.6,69,22.5,10.1,4.7,None
WTHR-0005780,Hindupur,2025-08-30 09:59:13,2025-08-29 19:32:13,Clear skies,21.3,86,43.6,17.3,0.0,None
WTHR-0005781,Pimpri-Chinchwad,2025-08-30 01:59:13,2025-08-29 19:46:13,Fog,43.1,67,32.6,2.0,0.0,Fog Advisory
WTHR-0005782,Jamshedpur,2025-08-30 18:59:13,2025-08-29 19:50:13,Light rain,38.5,55,49.7,6.8,7.5,Heavy Rain Warning
WTHR-0005783,Raipur,2025-08-30 06:59:13,2025-08-29 19:33:13,Clear skies,23.1,89,20.1,9.2,0.0,None
WTHR-0005784,Bhilwara,2025-08-30 15:59:13,2025-08-29 19:28:13,Cloudy,29.6,51,5.1,6.5,0.0,None
WTHR-0005785,Alwar,2025-09-01 16:59:13,2025-08-29 19:31:13,Haze,37.7,96,46.8,1.9,0.0,Fog Advisory
WTHR-0005786,Pali,2025-08-30 16:59:13,2025-08-29 19:55:13,Cloudy,21.2,76,19.7,16.5,0.0,None
WTHR-0005787,Vijayawada,2025-08-31 18:59:13,2025-08-29 19:26:13,Heavy rain,22.8,97,40.1,15.7,9.8,Heavy Rain Warning
WTHR-0005788,Sambhal,2025-08-31 14:59:13,2025-08-29 19:39:13,Cloudy,43.3,75,39.1,7.5,0.0,Heat Wave Alert
WTHR-0005789,Nagercoil,2025-08-31 22:59:13,2025-08-29 19:55:13,Clear skies,22.0,53,38.0,10.9,0.0,None
WTHR-0005790,Etawah,2025-09-01 08:59:13,2025-08-29 19:38:13,Haze,17.7,81,39.1,1.1,0.0,Fog Advisory
WTHR-0005791,Guna,2025-08-30 04:59:13,2025-08-29 19:13:13,Light rain,26.9,52,31.8,0.6,1.7,None
WTHR-0005792,Nellore,2025-09-01 12:59:13,2025-08-29 19:27:13,Heavy rain,22.4,32,10.8,2.7,4.9,None
WTHR-0005793,Imphal,2025-08-30 13:59:13,2025-08-29 19:20:13,Thunderstorms,5.3,83,10.0,8.1,8.4,Heavy Rain Warning
WTHR-0005794,Dhule,2025-08-31 03:59:13,2025-08-29 19:23:13,Cloudy,29.0,64,33.2,5.9,0.0,None
WTHR-0005795,Karimnagar,2025-08-31 00:59:13,2025-08-29 19:52:13,Light rain,8.7,98,9.9,19.8,8.8,Heavy Rain Warning
WTHR-0005796,Ahmednagar,2025-08-31 00:59:13,2025-08-29 19:28:13,Thunderstorms,31.6,43,0.5,9.8,7.9,Heavy Rain Warning
WTHR-0005797,Pudukkottai,2025-08-30 09:59:13,2025-08-29 19:40:13,Heavy rain,22.9,64,27.8,8.6,10.7,Heavy Rain Warning
WTHR-0005798,Kottayam,2025-08-30 14:59:13,2025-08-29 19:45:13,Thunderstorms,26.5,64,12.3,11.3,10.7,Heavy Rain Warning
WTHR-0005799,Khora ,2025-08-30 20:59:13,2025-08-29 19:06:13,Cloudy,42.9,74,2.5,14.1,0.0,Heat Wave Alert
WTHR-0005800,Moradabad,2025-08-30 23:59:13,2025-08-29 19:53:13,Cloudy,33.2,48,44.0,16.2,0.0,None
WTHR-0005801,Etawah,2025-08-30 04:59:13,2025-08-29 19:22:13,Heavy rain,16.3,72,33.3,11.4,19.6,Heavy Rain Warning
WTHR-0005802,Vijayanagaram,2025-08-30 04:59:13,2025-08-29 19:18:13,Partly cloudy,26.0,50,28.4,6.2,0.0,None
WTHR-0005803,Pune,2025-09-01 12:59:13,2025-08-29 19:14:13,Heavy rain,33.9,96,18.7,2.4,7.9,Heavy Rain Warning
WTHR-0005804,Burhanpur,2025-08-30 19:59:13,2025-08-29 19:50:13,Thunderstorms,9.2,68,46.8,13.1,6.2,Heavy Rain Warning
WTHR-0005805,Hubli–Dharwad,2025-08-30 15:59:13,2025-08-29 19:36:13,Light rain,21.7,67,0.6,9.0,4.5,None
WTHR-0005806,Durg,2025-08-31 04:59:13,2025-08-29 19:31:13,Light rain,14.1,55,28.9,5.4,14.1,Heavy Rain Warning
WTHR-0005807,Buxar,2025-09-01 02:59:13,2025-08-29 19:45:13,Partly cloudy,12.6,95,16.3,11.7,0.0,None
WTHR-0005808,Ulhasnagar,2025-09-01 07:59:13,2025-08-29 19:53:13,Partly cloudy,15.4,65,11.9,11.3,0.0,None
WTHR-0005809,Anantapuram,2025-08-31 10:59:13,2025-08-29 19:15:13,Partly cloudy,22.4,41,43.8,3.6,0.0,None
WTHR-0005810,Giridih,2025-08-31 10:59:13,2025-08-29 19:56:13,Clear skies,9.9,92,47.9,5.8,0.0,None
WTHR-0005811,Amroha,2025-08-31 11:59:13,2025-08-29 18:59:13,Light rain,36.4,78,9.4,13.3,19.2,Heavy Rain Warning
WTHR-0005812,Rohtak,2025-08-29 23:59:13,2025-08-29 19:33:13,Haze,31.0,98,5.9,1.8,0.0,Fog Advisory
WTHR-0005813,Dharmavaram,2025-09-01 18:59:13,2025-08-29 19:59:13,Light rain,16.0,70,48.6,12.1,2.1,None
WTHR-0005814,Panipat,2025-09-01 18:59:13,2025-08-29 19:45:13,Partly cloudy,12.3,64,27.2,9.5,0.0,None
WTHR-0005815,Chennai,2025-08-30 01:59:13,2025-08-29 19:16:13,Heavy rain,24.5,65,10.8,8.0,9.5,Heavy Rain Warning
WTHR-0005816,Chandrapur,2025-09-01 13:59:13,2025-08-29 19:55:13,Cloudy,17.0,50,39.7,11.4,0.0,None
WTHR-0005817,Morena,2025-09-01 03:59:13,2025-08-29 19:40:13,Partly cloudy,37.2,95,25.2,9.4,0.0,None
WTHR-0005818,Tumkur,2025-09-01 02:59:13,2025-08-29 19:31:13,Cloudy,44.1,72,13.4,10.1,0.0,Heat Wave Alert
WTHR-0005819,Varanasi,2025-08-30 08:59:13,2025-08-29 19:18:13,Cloudy,34.9,34,48.0,16.9,0.0,None
WTHR-0005820,Tadipatri,2025-08-31 14:59:13,2025-08-29 19:45:13,Clear skies,8.5,40,34.5,6.2,0.0,None
WTHR-0005821,Amritsar,2025-08-30 17:59:13,2025-08-29 19:39:13,Light rain,7.5,100,7.0,3.7,3.4,None
WTHR-0005822,Jammu,2025-09-01 02:59:13,2025-08-29 19:53:13,Light rain,41.8,69,16.4,16.7,0.2,Heat Wave Alert
WTHR-0005823,Tenali,2025-08-31 12:59:13,2025-08-29 19:21:13,Fog,5.8,37,48.6,0.8,0.0,Fog Advisory
