route_id,origin_location_id,destination_location_id,base_distance_km,base_cost_per_kg_km,average_transit_time_days_standard
21261-25920,LOC-IN-21261,LOC-IN-25920,1453,0.000595,2
05514-29116,LOC-IN-05514,LOC-IN-29116,1256,0.000852,9
47014-45831,LOC-IN-47014,LOC-IN-45831,777,0.000191,1
26816-35415,LOC-IN-26816,LOC-IN-35415,2919,0.000637,2
28307-02588,LOC-IN-28307,LOC-IN-02588,1677,0.00043,4
04989-35339,LOC-IN-04989,LOC-IN-35339,903,0.000834,3
37943-00474,LOC-IN-37943,LOC-IN-00474,2342,0.000953,4
20901-26983,LOC-IN-20901,LOC-IN-26983,1837,0.000711,5
31812-25450,LOC-IN-31812,LOC-IN-25450,2983,0.000472,5
02944-02196,LOC-IN-02944,LOC-IN-02196,289,0.000131,9
26749-06616,LOC-IN-26749,LOC-IN-06616,1527,0.000591,4
35714-45124,LOC-IN-35714,LOC-IN-45124,1994,0.00063,9
46834-32681,LOC-IN-46834,LOC-IN-32681,872,0.000723,1
37139-00438,LOC-IN-37139,LOC-IN-00438,996,0.000153,7
47206-23570,LOC-IN-47206,LOC-IN-23570,678,0.000492,2
03741-14994,LOC-IN-03741,LOC-IN-14994,163,0.000919,7
29157-42844,LOC-IN-29157,LOC-IN-42844,1378,0.000538,4
09268-26852,LOC-IN-09268,LOC-IN-26852,2225,0.000479,3
40815-49639,LOC-IN-40815,LOC-IN-49639,391,0.000461,3
26978-00456,LOC-IN-26978,LOC-IN-00456,2907,0.000971,8
24711-38019,LOC-IN-24711,LOC-IN-38019,1058,0.000547,7
25530-45735,LOC-IN-25530,LOC-IN-45735,1349,0.000453,8
16695-47256,LOC-IN-16695,LOC-IN-47256,2453,0.000261,7
08393-16334,LOC-IN-08393,LOC-IN-16334,1794,0.000298,3
24590-32004,LOC-IN-24590,LOC-IN-32004,2992,0.000311,9
26681-20368,LOC-IN-26681,LOC-IN-20368,2954,0.0001,3
18387-47934,LOC-IN-18387,LOC-IN-47934,1610,0.000991,10
24777-03486,LOC-IN-24777,LOC-IN-03486,993,0.000724,6
08071-35929,LOC-IN-08071,LOC-IN-35929,2503,0.000292,3
04917-32385,LOC-IN-04917,LOC-IN-32385,1311,0.00079,5
39907-27630,LOC-IN-39907,LOC-IN-27630,1223,0.000187,9
37582-15319,LOC-IN-37582,LOC-IN-15319,167,0.000503,2
07927-12647,LOC-IN-07927,LOC-IN-12647,2755,0.000284,7
16574-09824,LOC-IN-16574,LOC-IN-09824,1753,0.000386,5
46581-14665,LOC-IN-46581,LOC-IN-14665,2823,0.000752,6
20503-26687,LOC-IN-20503,LOC-IN-26687,1528,0.000451,9
28826-01589,LOC-IN-28826,LOC-IN-01589,460,0.000374,8
44689-16359,LOC-IN-44689,LOC-IN-16359,572,0.000506,3
12728-17346,LOC-IN-12728,LOC-IN-17346,1444,0.000948,7
23128-08005,LOC-IN-23128,LOC-IN-08005,2929,0.000654,5
12163-44755,LOC-IN-12163,LOC-IN-44755,1914,0.000839,9
02158-38170,LOC-IN-02158,LOC-IN-38170,399,0.00059,4
04771-44467,LOC-IN-04771,LOC-IN-44467,873,0.000804,9
24350-07098,LOC-IN-24350,LOC-IN-07098,1213,0.000197,4
23689-44944,LOC-IN-23689,LOC-IN-44944,829,0.000917,7
05777-02061,LOC-IN-05777,LOC-IN-02061,2013,0.000949,2
14328-41748,LOC-IN-14328,LOC-IN-41748,1551,0.000237,6
25360-17086,LOC-IN-25360,LOC-IN-17086,1408,0.000567,8
29823-16754,LOC-IN-29823,LOC-IN-16754,2474,0.000839,3
18697-42713,LOC-IN-18697,LOC-IN-42713,2771,0.000202,7
05211-11269,LOC-IN-05211,LOC-IN-11269,1533,0.00014,7
12013-12922,LOC-IN-12013,LOC-IN-12922,2066,0.000437,8
36870-39308,LOC-IN-36870,LOC-IN-39308,1443,0.000284,4
33964-48921,LOC-IN-33964,LOC-IN-48921,815,0.000604,2
06928-22347,LOC-IN-06928,LOC-IN-22347,2110,0.000588,1
39243-49763,LOC-IN-39243,LOC-IN-49763,447,0.000775,6
21780-49584,LOC-IN-21780,LOC-IN-49584,411,0.000897,3
48380-46261,LOC-IN-48380,LOC-IN-46261,1333,0.00022,7
35836-25831,LOC-IN-35836,LOC-IN-25831,2981,0.000958,5
49399-41992,LOC-IN-49399,LOC-IN-41992,104,0.000961,5
22680-49733,LOC-IN-22680,LOC-IN-49733,386,0.000852,6
33159-09414,LOC-IN-33159,LOC-IN-09414,1882,0.00048,6
45139-01831,LOC-IN-45139,LOC-IN-01831,1738,0.00022,2
08379-34814,LOC-IN-08379,LOC-IN-34814,791,0.000463,1
48691-18766,LOC-IN-48691,LOC-IN-18766,2436,0.000122,6
15300-24760,LOC-IN-15300,LOC-IN-24760,195,0.00058,2
29495-43459,LOC-IN-29495,LOC-IN-43459,2452,0.000395,6
20099-13714,LOC-IN-20099,LOC-IN-13714,1892,0.000211,10
24578-22252,LOC-IN-24578,LOC-IN-22252,2504,0.000393,9
05756-08914,LOC-IN-05756,LOC-IN-08914,699,0.000199,7
35249-03006,LOC-IN-35249,LOC-IN-03006,2491,0.000322,1
33967-04380,LOC-IN-33967,LOC-IN-04380,2107,0.000402,2
19361-39597,LOC-IN-19361,LOC-IN-39597,1544,0.00059,5
11431-13978,LOC-IN-11431,LOC-IN-13978,533,0.000892,7
27601-27357,LOC-IN-27601,LOC-IN-27357,339,0.000389,4
37030-43882,LOC-IN-37030,LOC-IN-43882,318,0.000531,3
25529-46645,LOC-IN-25529,LOC-IN-46645,758,0.000204,7
32929-41352,LOC-IN-32929,LOC-IN-41352,1469,0.000464,4
20895-27553,LOC-IN-20895,LOC-IN-27553,1146,0.00092,2
27862-03074,LOC-IN-27862,LOC-IN-03074,2853,0.000615,3
08991-45579,LOC-IN-08991,LOC-IN-45579,2212,0.000193,9
00744-25064,LOC-IN-00744,LOC-IN-25064,1563,0.000411,5
27612-37635,LOC-IN-27612,LOC-IN-37635,692,0.000317,9
45029-39300,LOC-IN-45029,LOC-IN-39300,2820,0.000281,8
28046-43323,LOC-IN-28046,LOC-IN-43323,1542,0.000815,4
17709-47832,LOC-IN-17709,LOC-IN-47832,1786,0.000156,1
28392-38708,LOC-IN-28392,LOC-IN-38708,1312,0.000748,1
35053-48004,LOC-IN-35053,LOC-IN-48004,1961,0.000937,5
00742-25965,LOC-IN-00742,LOC-IN-25965,2868,0.000757,8
12828-44115,LOC-IN-12828,LOC-IN-44115,772,0.000684,7
06915-14055,LOC-IN-06915,LOC-IN-14055,952,0.000465,5
48949-17088,LOC-IN-48949,LOC-IN-17088,2981,0.000342,10
14333-45227,LOC-IN-14333,LOC-IN-45227,2156,0.000993,5
30106-46933,LOC-IN-30106,LOC-IN-46933,1734,0.000498,9
49814-04708,LOC-IN-49814,LOC-IN-04708,2978,0.000251,7
18896-20587,LOC-IN-18896,LOC-IN-20587,2876,0.000579,7
44894-48798,LOC-IN-44894,LOC-IN-48798,1212,0.000355,4
02364-31047,LOC-IN-02364,LOC-IN-31047,1887,0.000602,5
17911-38924,LOC-IN-17911,LOC-IN-38924,1414,0.00034,7
17764-35611,LOC-IN-17764,LOC-IN-35611,1316,0.000368,3
33701-10600,LOC-IN-33701,LOC-IN-10600,1805,0.000186,7
19075-09702,LOC-IN-19075,LOC-IN-09702,809,0.000977,7
01977-28428,LOC-IN-01977,LOC-IN-28428,517,0.000176,7
28477-33846,LOC-IN-28477,LOC-IN-33846,761,0.000847,6
10748-14758,LOC-IN-10748,LOC-IN-14758,2137,0.000335,1
00881-08234,LOC-IN-00881,LOC-IN-08234,2961,0.000683,3
03863-01452,LOC-IN-03863,LOC-IN-01452,734,0.000691,7
40922-01716,LOC-IN-40922,LOC-IN-01716,1543,0.000852,6
25045-12587,LOC-IN-25045,LOC-IN-12587,1265,0.000522,10
03179-10293,LOC-IN-03179,LOC-IN-10293,2197,0.000438,2
18986-05609,LOC-IN-18986,LOC-IN-05609,1851,0.000461,9
20874-09250,LOC-IN-20874,LOC-IN-09250,1712,0.000716,2
38445-25745,LOC-IN-38445,LOC-IN-25745,1523,0.00087,7
26059-32641,LOC-IN-26059,LOC-IN-32641,1590,0.000954,3
34431-49336,LOC-IN-34431,LOC-IN-49336,179,0.000531,1
30357-41312,LOC-IN-30357,LOC-IN-41312,2164,0.00056,7
31152-26396,LOC-IN-31152,LOC-IN-26396,1521,0.000249,9
26938-21074,LOC-IN-26938,LOC-IN-21074,2528,0.000807,10
22982-42255,LOC-IN-22982,LOC-IN-42255,1609,0.00077,10
34881-11534,LOC-IN-34881,LOC-IN-11534,1228,0.000159,4
23262-37964,LOC-IN-23262,LOC-IN-37964,2513,0.000676,10
24593-19021,LOC-IN-24593,LOC-IN-19021,2907,0.000325,5
16456-47834,LOC-IN-16456,LOC-IN-47834,658,0.000866,8
26417-38879,LOC-IN-26417,LOC-IN-38879,1212,0.000229,6
11851-22131,LOC-IN-11851,LOC-IN-22131,2348,0.000757,4
08132-36796,LOC-IN-08132,LOC-IN-36796,1262,0.000832,8
25959-33577,LOC-IN-25959,LOC-IN-33577,986,0.000174,8
03282-20471,LOC-IN-03282,LOC-IN-20471,2991,0.000781,1
30735-14739,LOC-IN-30735,LOC-IN-14739,1145,0.000138,2
46574-38885,LOC-IN-46574,LOC-IN-38885,2760,0.000684,6
35238-31684,LOC-IN-35238,LOC-IN-31684,2526,0.00039,8
05024-46528,LOC-IN-05024,LOC-IN-46528,2239,0.000957,2
23935-26594,LOC-IN-23935,LOC-IN-26594,872,0.000321,8
01798-14544,LOC-IN-01798,LOC-IN-14544,2069,0.000962,8
42560-08309,LOC-IN-42560,LOC-IN-08309,1523,0.000643,7
15074-24426,LOC-IN-15074,LOC-IN-24426,686,0.000954,8
14412-46111,LOC-IN-14412,LOC-IN-46111,1682,0.000953,3
23881-41891,LOC-IN-23881,LOC-IN-41891,2022,0.000769,10
21859-32245,LOC-IN-21859,LOC-IN-32245,1649,0.000176,10
07364-16227,LOC-IN-07364,LOC-IN-16227,2139,0.00044,4
21497-25560,LOC-IN-21497,LOC-IN-25560,974,0.000907,1
38957-13810,LOC-IN-38957,LOC-IN-13810,2144,0.000457,4
34874-46172,LOC-IN-34874,LOC-IN-46172,2830,0.000997,9
43380-06993,LOC-IN-43380,LOC-IN-06993,1749,0.000397,7
48956-15837,LOC-IN-48956,LOC-IN-15837,2217,0.000291,2
08521-42139,LOC-IN-08521,LOC-IN-42139,1970,0.000437,8
44616-17371,LOC-IN-44616,LOC-IN-17371,465,0.000313,6
23458-20630,LOC-IN-23458,LOC-IN-20630,1307,0.000793,6
17523-38597,LOC-IN-17523,LOC-IN-38597,2217,0.000428,4
42257-49375,LOC-IN-42257,LOC-IN-49375,2022,0.000861,4
45548-17951,LOC-IN-45548,LOC-IN-17951,2959,0.000704,5
38824-07684,LOC-IN-38824,LOC-IN-07684,1177,0.000686,3
42227-02330,LOC-IN-42227,LOC-IN-02330,454,0.00063,9
04304-17303,LOC-IN-04304,LOC-IN-17303,1048,0.000203,7
42370-13330,LOC-IN-42370,LOC-IN-13330,470,0.000961,3
20021-15442,LOC-IN-20021,LOC-IN-15442,2588,0.000627,6
04725-12184,LOC-IN-04725,LOC-IN-12184,305,0.000572,8
23454-36931,LOC-IN-23454,LOC-IN-36931,2579,0.000103,9
14867-09403,LOC-IN-14867,LOC-IN-09403,2002,0.000128,7
08288-02527,LOC-IN-08288,LOC-IN-02527,424,0.000835,2
23286-07665,LOC-IN-23286,LOC-IN-07665,1295,0.000965,5
21730-26358,LOC-IN-21730,LOC-IN-26358,2799,0.000147,3
02258-03410,LOC-IN-02258,LOC-IN-03410,795,0.00069,7
43615-45290,LOC-IN-43615,LOC-IN-45290,1583,0.000987,2
45006-42527,LOC-IN-45006,LOC-IN-42527,2651,0.000692,7
18857-23629,LOC-IN-18857,LOC-IN-23629,2116,0.000963,10
41665-14780,LOC-IN-41665,LOC-IN-14780,574,0.000606,6
49135-20590,LOC-IN-49135,LOC-IN-20590,1481,0.000497,1
45984-10473,LOC-IN-45984,LOC-IN-10473,412,0.00028,7
35960-20496,LOC-IN-35960,LOC-IN-20496,1048,0.000976,3
28510-39305,LOC-IN-28510,LOC-IN-39305,1344,0.000958,4
01122-16314,LOC-IN-01122,LOC-IN-16314,1790,0.000162,2
20734-41787,LOC-IN-20734,LOC-IN-41787,1257,0.000526,6
43602-07110,LOC-IN-43602,LOC-IN-07110,1030,0.000197,2
01502-38398,LOC-IN-01502,LOC-IN-38398,2430,0.000638,6
05377-41779,LOC-IN-05377,LOC-IN-41779,2128,0.000248,10
40467-12611,LOC-IN-40467,LOC-IN-12611,2300,0.000515,1
04362-20147,LOC-IN-04362,LOC-IN-20147,2613,0.000644,6
41597-39028,LOC-IN-41597,LOC-IN-39028,1403,0.000119,2
27660-43332,LOC-IN-27660,LOC-IN-43332,2090,0.000663,4
17061-18040,LOC-IN-17061,LOC-IN-18040,1963,0.000518,5
02044-16981,LOC-IN-02044,LOC-IN-16981,2034,0.000964,10
30836-06251,LOC-IN-30836,LOC-IN-06251,1288,0.000449,2
20966-11630,LOC-IN-20966,LOC-IN-11630,580,0.000855,10
27784-08481,LOC-IN-27784,LOC-IN-08481,311,0.000165,7
42782-17224,LOC-IN-42782,LOC-IN-17224,191,0.000267,8
30443-31209,LOC-IN-30443,LOC-IN-31209,1739,0.000193,1
38843-26417,LOC-IN-38843,LOC-IN-26417,349,0.000992,7
32369-20606,LOC-IN-32369,LOC-IN-20606,1592,0.000562,4
24662-24706,LOC-IN-24662,LOC-IN-24706,2660,0.00077,10
14067-23202,LOC-IN-14067,LOC-IN-23202,259,0.000158,5
33591-21446,LOC-IN-33591,LOC-IN-21446,1355,0.000993,10
30498-17923,LOC-IN-30498,LOC-IN-17923,2378,0.000241,5
38909-08505,LOC-IN-38909,LOC-IN-08505,1456,0.000886,1
29313-34042,LOC-IN-29313,LOC-IN-34042,2358,0.000125,2
14730-13173,LOC-IN-14730,LOC-IN-13173,2231,0.000829,5
37621-48327,LOC-IN-37621,LOC-IN-48327,1766,0.000764,2
23606-11844,LOC-IN-23606,LOC-IN-11844,1264,0.000592,9
08348-33711,LOC-IN-08348,LOC-IN-33711,1690,0.000384,6
30228-07914,LOC-IN-30228,LOC-IN-07914,2001,0.000511,3
37795-09201,LOC-IN-37795,LOC-IN-09201,341,0.000514,10
08545-16054,LOC-IN-08545,LOC-IN-16054,1001,0.000114,6
25728-15317,LOC-IN-25728,LOC-IN-15317,390,0.000324,8
06699-45719,LOC-IN-06699,LOC-IN-45719,1083,0.000274,8
29424-23186,LOC-IN-29424,LOC-IN-23186,2942,0.000362,4
03741-13399,LOC-IN-03741,LOC-IN-13399,1859,0.000178,1
29373-07203,LOC-IN-29373,LOC-IN-07203,395,0.000595,9
33665-12978,LOC-IN-33665,LOC-IN-12978,752,0.000856,3
18388-29112,LOC-IN-18388,LOC-IN-29112,1335,0.00096,6
34223-46768,LOC-IN-34223,LOC-IN-46768,2758,0.00096,3
33199-28131,LOC-IN-33199,LOC-IN-28131,1955,0.000883,9
17555-08523,LOC-IN-17555,LOC-IN-08523,2828,0.000525,10
29344-09543,LOC-IN-29344,LOC-IN-09543,2065,0.000921,6
24411-04395,LOC-IN-24411,LOC-IN-04395,739,0.000439,5
09141-27439,LOC-IN-09141,LOC-IN-27439,2242,0.000227,1
30098-44663,LOC-IN-30098,LOC-IN-44663,2198,0.000754,10
02532-41706,LOC-IN-02532,LOC-IN-41706,573,0.000912,6
06560-08712,LOC-IN-06560,LOC-IN-08712,1157,0.000186,5
08336-44073,LOC-IN-08336,LOC-IN-44073,349,0.000441,5
06722-36083,LOC-IN-06722,LOC-IN-36083,2247,0.000804,9
37476-23710,LOC-IN-37476,LOC-IN-23710,2622,0.000252,8
31405-48631,LOC-IN-31405,LOC-IN-48631,2347,0.000914,4
43962-20565,LOC-IN-43962,LOC-IN-20565,1004,0.000793,2
12639-49254,LOC-IN-12639,LOC-IN-49254,2354,0.000763,2
45272-38713,LOC-IN-45272,LOC-IN-38713,999,0.000448,2
08516-20934,LOC-IN-08516,LOC-IN-20934,2894,0.000785,1
39020-23013,LOC-IN-39020,LOC-IN-23013,525,0.000329,5
10064-01735,LOC-IN-10064,LOC-IN-01735,1508,0.000988,9
45679-44020,LOC-IN-45679,LOC-IN-44020,472,0.000914,5
08268-30399,LOC-IN-08268,LOC-IN-30399,2878,0.000225,5
12702-22089,LOC-IN-12702,LOC-IN-22089,421,0.000175,3
06451-08977,LOC-IN-06451,LOC-IN-08977,2644,0.000183,7
07524-05819,LOC-IN-07524,LOC-IN-05819,2442,0.000123,7
00576-16444,LOC-IN-00576,LOC-IN-16444,1172,0.000632,5
28121-36998,LOC-IN-28121,LOC-IN-36998,2171,0.00021,1
36188-42812,LOC-IN-36188,LOC-IN-42812,387,0.000966,3
30021-30631,LOC-IN-30021,LOC-IN-30631,1444,0.000144,5
42123-44945,LOC-IN-42123,LOC-IN-44945,2776,0.00092,3
30014-22272,LOC-IN-30014,LOC-IN-22272,569,0.000482,8
41042-48971,LOC-IN-41042,LOC-IN-48971,1196,0.000598,4
35678-20728,LOC-IN-35678,LOC-IN-20728,1118,0.000606,10
24510-10278,LOC-IN-24510,LOC-IN-10278,1330,0.000101,4
20495-27728,LOC-IN-20495,LOC-IN-27728,2005,0.000493,5
07138-42141,LOC-IN-07138,LOC-IN-42141,1529,0.000333,8
27806-23779,LOC-IN-27806,LOC-IN-23779,2123,0.000985,10
31202-14881,LOC-IN-31202,LOC-IN-14881,2243,0.000494,2
16111-22901,LOC-IN-16111,LOC-IN-22901,2621,0.0005,2
46217-26426,LOC-IN-46217,LOC-IN-26426,1899,0.000898,4
18613-48553,LOC-IN-18613,LOC-IN-48553,1480,0.000566,4
21280-04058,LOC-IN-21280,LOC-IN-04058,1452,0.000709,6
17643-22691,LOC-IN-17643,LOC-IN-22691,1869,0.000235,10
11949-09807,LOC-IN-11949,LOC-IN-09807,635,0.000922,1
09342-42348,LOC-IN-09342,LOC-IN-42348,1985,0.000227,10
19825-09619,LOC-IN-19825,LOC-IN-09619,1566,0.000134,8
45008-16996,LOC-IN-45008,LOC-IN-16996,2482,0.000597,7
18098-30940,LOC-IN-18098,LOC-IN-30940,2606,0.00021,5
24913-04575,LOC-IN-24913,LOC-IN-04575,2743,0.000313,8
06678-08229,LOC-IN-06678,LOC-IN-08229,1543,0.000282,2
46725-47032,LOC-IN-46725,LOC-IN-47032,248,0.000908,9
12038-21857,LOC-IN-12038,LOC-IN-21857,2375,0.000794,4
07242-15661,LOC-IN-07242,LOC-IN-15661,1662,0.000454,7
27148-34341,LOC-IN-27148,LOC-IN-34341,2293,0.000918,9
33574-33940,LOC-IN-33574,LOC-IN-33940,798,0.000198,4
10843-23459,LOC-IN-10843,LOC-IN-23459,241,0.000932,5
37121-43630,LOC-IN-37121,LOC-IN-43630,2683,0.000306,1
01363-17218,LOC-IN-01363,LOC-IN-17218,2403,0.000712,6
13680-47834,LOC-IN-13680,LOC-IN-47834,1916,0.000255,1
26353-07521,LOC-IN-26353,LOC-IN-07521,2624,0.000652,7
17973-17139,LOC-IN-17973,LOC-IN-17139,2468,0.000695,6
29470-37791,LOC-IN-29470,LOC-IN-37791,2696,0.000417,7
16260-44214,LOC-IN-16260,LOC-IN-44214,2642,0.000226,5
10964-02291,LOC-IN-10964,LOC-IN-02291,2229,0.00068,8
11048-41299,LOC-IN-11048,LOC-IN-41299,344,0.000862,1
49117-29734,LOC-IN-49117,LOC-IN-29734,2977,0.000522,5
46570-41265,LOC-IN-46570,LOC-IN-41265,527,0.000128,5
35517-33891,LOC-IN-35517,LOC-IN-33891,472,0.000645,10
21654-13243,LOC-IN-21654,LOC-IN-13243,603,0.000893,9
46613-26391,LOC-IN-46613,LOC-IN-26391,1351,0.000134,5
42264-13513,LOC-IN-42264,LOC-IN-13513,2644,0.000539,4
28462-19545,LOC-IN-28462,LOC-IN-19545,1179,0.000341,7
34210-37897,LOC-IN-34210,LOC-IN-37897,1222,0.000486,9
10376-16714,LOC-IN-10376,LOC-IN-16714,2124,0.000566,9
32409-18403,LOC-IN-32409,LOC-IN-18403,2549,0.000947,2
34019-27382,LOC-IN-34019,LOC-IN-27382,770,0.000529,3
37726-06858,LOC-IN-37726,LOC-IN-06858,879,0.000393,7
48186-27842,LOC-IN-48186,LOC-IN-27842,917,0.000667,7
43311-24477,LOC-IN-43311,LOC-IN-24477,1707,0.000448,9
08564-14500,LOC-IN-08564,LOC-IN-14500,1696,0.000588,4
16228-06028,LOC-IN-16228,LOC-IN-06028,892,0.000266,2
06725-12231,LOC-IN-06725,LOC-IN-12231,771,0.000327,3
11007-18799,LOC-IN-11007,LOC-IN-18799,2943,0.000493,1
40759-36225,LOC-IN-40759,LOC-IN-36225,1169,0.000793,8
17815-21565,LOC-IN-17815,LOC-IN-21565,2538,0.000776,8
16457-18542,LOC-IN-16457,LOC-IN-18542,843,0.000309,3
37576-17433,LOC-IN-37576,LOC-IN-17433,1017,0.000987,4
17184-47397,LOC-IN-17184,LOC-IN-47397,2032,0.000459,7
30884-28380,LOC-IN-30884,LOC-IN-28380,2327,0.000302,7
13387-25926,LOC-IN-13387,LOC-IN-25926,519,0.000208,2
30928-46997,LOC-IN-30928,LOC-IN-46997,1416,0.000345,7
29969-13605,LOC-IN-29969,LOC-IN-13605,749,0.000324,8
32626-44093,LOC-IN-32626,LOC-IN-44093,1400,0.000552,2
14537-11028,LOC-IN-14537,LOC-IN-11028,617,0.000358,8
20673-46247,LOC-IN-20673,LOC-IN-46247,2384,0.000734,10
05513-18682,LOC-IN-05513,LOC-IN-18682,344,0.00054,6
48631-29562,LOC-IN-48631,LOC-IN-29562,2897,0.000442,5
00077-22451,LOC-IN-00077,LOC-IN-22451,377,0.000391,10
46418-43322,LOC-IN-46418,LOC-IN-43322,1847,0.000254,1
09884-04905,LOC-IN-09884,LOC-IN-04905,1129,0.000285,7
39082-35927,LOC-IN-39082,LOC-IN-35927,790,0.000924,1
40501-43126,LOC-IN-40501,LOC-IN-43126,172,0.000572,8
03858-07343,LOC-IN-03858,LOC-IN-07343,214,0.000828,1
05831-20955,LOC-IN-05831,LOC-IN-20955,278,0.000227,10
23977-27866,LOC-IN-23977,LOC-IN-27866,971,0.000187,2
33581-04908,LOC-IN-33581,LOC-IN-04908,2489,0.000393,7
06653-15254,LOC-IN-06653,LOC-IN-15254,873,0.000453,6
04053-21011,LOC-IN-04053,LOC-IN-21011,248,0.000609,5
47669-17269,LOC-IN-47669,LOC-IN-17269,557,0.00039,2
40517-18120,LOC-IN-40517,LOC-IN-18120,1927,0.000534,1
17898-10064,LOC-IN-17898,LOC-IN-10064,1768,0.000473,1
44455-11998,LOC-IN-44455,LOC-IN-11998,2551,0.000898,5
40382-03030,LOC-IN-40382,LOC-IN-03030,1528,0.000209,5
46561-05426,LOC-IN-46561,LOC-IN-05426,2945,0.000447,1
38753-20395,LOC-IN-38753,LOC-IN-20395,2563,0.000798,4
26651-10573,LOC-IN-26651,LOC-IN-10573,2225,0.000486,10
17189-18258,LOC-IN-17189,LOC-IN-18258,2865,0.000674,1
39603-05829,LOC-IN-39603,LOC-IN-05829,185,0.000366,8
03117-30651,LOC-IN-03117,LOC-IN-30651,566,0.000213,2
42895-21329,LOC-IN-42895,LOC-IN-21329,2334,0.000326,2
18143-22798,LOC-IN-18143,LOC-IN-22798,2014,0.000135,1
09971-35350,LOC-IN-09971,LOC-IN-35350,1440,0.000472,9
35272-48066,LOC-IN-35272,LOC-IN-48066,2253,0.000359,2
10004-13336,LOC-IN-10004,LOC-IN-13336,145,0.000402,4
46785-46556,LOC-IN-46785,LOC-IN-46556,2429,0.000356,2
26093-04168,LOC-IN-26093,LOC-IN-04168,678,0.000823,7
16916-49805,LOC-IN-16916,LOC-IN-49805,1876,0.000879,1
01213-28909,LOC-IN-01213,LOC-IN-28909,2248,0.000541,5
33103-31374,LOC-IN-33103,LOC-IN-31374,2714,0.00052,6
07863-14926,LOC-IN-07863,LOC-IN-14926,2229,0.000347,3
04679-32814,LOC-IN-04679,LOC-IN-32814,2229,0.000463,1
06448-41827,LOC-IN-06448,LOC-IN-41827,1811,0.000494,9
05594-22683,LOC-IN-05594,LOC-IN-22683,2032,0.000487,9
22268-01344,LOC-IN-22268,LOC-IN-01344,2732,0.000695,10
41228-35929,LOC-IN-41228,LOC-IN-35929,2944,0.00051,3
18056-35118,LOC-IN-18056,LOC-IN-35118,1451,0.000186,10
21498-49087,LOC-IN-21498,LOC-IN-49087,152,0.000344,7
15599-45586,LOC-IN-15599,LOC-IN-45586,2597,0.000207,4
20642-22186,LOC-IN-20642,LOC-IN-22186,2362,0.000946,6
41469-34001,LOC-IN-41469,LOC-IN-34001,2362,0.000175,4
01868-22961,LOC-IN-01868,LOC-IN-22961,903,0.000234,1
19452-46572,LOC-IN-19452,LOC-IN-46572,411,0.000215,6
03055-38003,LOC-IN-03055,LOC-IN-38003,1268,0.000812,8
12068-04098,LOC-IN-12068,LOC-IN-04098,1284,0.000417,4
00008-11349,LOC-IN-00008,LOC-IN-11349,433,0.000732,3
20883-46902,LOC-IN-20883,LOC-IN-46902,1594,0.000734,10
22738-38195,LOC-IN-22738,LOC-IN-38195,2407,0.000561,8
10504-22124,LOC-IN-10504,LOC-IN-22124,1606,0.000609,7
07766-23642,LOC-IN-07766,LOC-IN-23642,2806,0.00082,7
14064-36074,LOC-IN-14064,LOC-IN-36074,793,0.000227,5
09132-15718,LOC-IN-09132,LOC-IN-15718,1171,0.000273,4
01319-34240,LOC-IN-01319,LOC-IN-34240,2260,0.000958,7
25511-34506,LOC-IN-25511,LOC-IN-34506,372,0.000485,6
40926-47137,LOC-IN-40926,LOC-IN-47137,1906,0.000118,9
33095-09137,LOC-IN-33095,LOC-IN-09137,2897,0.000992,4
30883-36619,LOC-IN-30883,LOC-IN-36619,2775,0.000529,3
21242-08461,LOC-IN-21242,LOC-IN-08461,1592,0.000604,4
48680-49973,LOC-IN-48680,LOC-IN-49973,1368,0.000695,9
32319-39364,LOC-IN-32319,LOC-IN-39364,2720,0.000566,10
13686-29003,LOC-IN-13686,LOC-IN-29003,340,0.000573,9
45846-01992,LOC-IN-45846,LOC-IN-01992,836,0.000148,10
02242-16974,LOC-IN-02242,LOC-IN-16974,929,0.000913,7
47972-36102,LOC-IN-47972,LOC-IN-36102,2855,0.000458,10
07655-20005,LOC-IN-07655,LOC-IN-20005,1854,0.000935,4
40602-16525,LOC-IN-40602,LOC-IN-16525,2447,0.000853,5
05527-12519,LOC-IN-05527,LOC-IN-12519,576,0.000719,4
47135-31166,LOC-IN-47135,LOC-IN-31166,288,0.000537,5
41492-45322,LOC-IN-41492,LOC-IN-45322,420,0.00017,2
38941-40033,LOC-IN-38941,LOC-IN-40033,2550,0.000444,6
46777-47858,LOC-IN-46777,LOC-IN-47858,265,0.000647,8
42697-12721,LOC-IN-42697,LOC-IN-12721,2472,0.00014,5
30823-22186,LOC-IN-30823,LOC-IN-22186,360,0.000796,9
17363-20038,LOC-IN-17363,LOC-IN-20038,891,0.000226,1
40873-36953,LOC-IN-40873,LOC-IN-36953,2022,0.00083,9
17044-20472,LOC-IN-17044,LOC-IN-20472,1923,0.000172,4
34774-03830,LOC-IN-34774,LOC-IN-03830,2242,0.000409,10
20178-38473,LOC-IN-20178,LOC-IN-38473,347,0.000686,3
41282-26602,LOC-IN-41282,LOC-IN-26602,2626,0.000562,4
18047-14823,LOC-IN-18047,LOC-IN-14823,2530,0.000128,10
08172-03583,LOC-IN-08172,LOC-IN-03583,1962,0.000716,3
35334-10363,LOC-IN-35334,LOC-IN-10363,2303,0.000464,9
20504-39577,LOC-IN-20504,LOC-IN-39577,1989,0.000613,10
